"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         164,      -6.488007872,      -4.544731007,      -5.423391939,      -4.305455545,      -9.614251436
          0,           0,         165,      -6.487427451,      -4.547223718,      -5.431043505,      -4.307177264,      -9.612122435
          0,           0,         166,       -6.49249022,      -4.549811313,      -5.438782729,      -4.311393366,      -9.610056591
          0,           0,         167,       -6.50360289,      -4.552457095,      -5.447061532,      -4.318405837,      -9.608061225
          0,           0,         168,      -6.519412206,      -4.555123586,      -5.455974199,      -4.327482999,       -9.60613941
          0,           0,         169,      -6.538996591,       -4.55776653,      -5.465885461,      -4.337964856,      -9.604282302
          0,           0,         170,      -6.561235932,      -4.560352949,      -5.476953388,      -4.349199299,      -9.602447945
          0,           0,         171,      -6.585252776,      -4.562853399,      -5.489108441,      -4.360664721,      -9.600634923
          0,           0,         172,      -6.608926033,       -4.56525647,      -5.501840541,      -4.371686509,      -9.598887239
          0,           0,         173,      -6.630927855,      -4.567561337,      -5.514573024,      -4.381933804,      -9.597207223
          0,           0,         174,      -6.650968788,      -4.569775414,      -5.526908951,      -4.391337259,      -9.595575989
          0,           0,         175,       -6.66641411,      -4.571921671,      -5.538002909,      -4.399126216,      -9.593980667
          0,           0,         176,      -6.678091323,      -4.574029313,      -5.547678427,      -4.405644669,      -9.592446809
          0,           0,         177,      -6.686123717,      -4.576122254,      -5.555980663,      -4.410888051,      -9.590980331
          0,           0,         178,      -6.690582861,      -4.578230616,      -5.563291589,      -4.415062379,       -9.58950831
          0,           0,         179,      -6.693458458,      -4.580370348,      -5.570192994,      -4.418587874,      -9.587801917
          0,           0,         180,       -6.69684811,      -4.582557893,      -5.577561683,      -4.422000205,      -9.586084963
          0,           0,         181,        -6.6996758,      -4.584807708,       -5.58553015,      -4.425067991,       -9.58441127
          0,           0,         182,      -6.703302721,      -4.587107489,      -5.594630106,      -4.428143431,      -9.582776105
          0,           0,         183,      -6.708574718,      -4.589440875,      -5.605252243,      -4.431546465,      -9.581186643
          0,           0,         184,       -6.71631246,      -4.591792445,      -5.617194701,      -4.435625141,      -9.579644193
          0,           0,         185,       -6.72808692,      -4.594142423,      -5.630556458,      -4.440901192,      -9.578155211
          0,           0,         186,      -6.742541807,      -4.596475474,      -5.644486902,      -4.446926846,        -9.5766883
          0,           0,         187,      -6.759303287,      -4.598782769,      -5.658484031,       -4.45362153,       -9.57527394
          0,           0,         188,      -6.776496812,      -4.601050432,      -5.671845465,       -4.46033294,      -9.573905777
          0,           0,         189,      -6.799273125,      -4.603270527,      -5.684999972,      -4.468373163,      -9.572588882
          0,           0,         190,      -6.819653215,      -4.605450049,      -5.696218846,      -4.475613154,      -9.571327453
          0,           0,         191,      -6.841766412,      -4.607590878,      -5.705561708,      -4.482804001,      -9.570112399
          0,           0,         192,      -6.860006831,      -4.609700621,      -5.713307908,      -4.488956301,      -9.568864787
          0,           0,         193,       -6.87409134,      -4.611791896,      -5.719633134,      -4.494141414,      -9.567666083
          0,           0,         194,      -6.882598688,      -4.613870417,      -5.724902344,      -4.498034132,      -9.566411195
          0,           0,         195,      -6.886384993,      -4.615949827,      -5.729512144,      -4.500881364,      -9.564962454
          0,           0,         196,      -6.888811509,      -4.618034026,      -5.734000525,       -4.50335428,      -9.563521345
          0,           0,         197,      -6.889616757,      -4.620127016,      -5.738575539,      -4.505417097,      -9.562116832
          0,           0,         198,      -6.889882558,      -4.622231079,      -5.743626164,      -4.507339245,      -9.560744454
          0,           0,         199,      -6.891231331,      -4.624345594,      -5.749208764,      -4.509465319,      -9.559394077
          0,           0,         200,      -6.893851388,      -4.626471949,      -5.755328852,       -4.51191038,      -9.558082635
          0,           0,         201,      -6.899070671,      -4.628604162,      -5.762000657,      -4.514910027,      -9.556813624
          0,           0,         202,      -6.907162852,      -4.630736489,      -5.769157042,      -4.518471643,      -9.555581614
          0,           0,         203,      -6.918349788,      -4.632863689,      -5.776844024,      -4.522658437,      -9.554389461
          0,           0,         204,      -6.931656906,      -4.634980803,      -5.784766217,      -4.527158984,      -9.553246102
          0,           0,         205,      -6.945918243,      -4.637087033,      -5.792667496,      -4.531884923,      -9.552098975
          0,           0,         206,      -6.959899624,      -4.639177073,      -5.800449693,      -4.536559145,      -9.550981902
          0,           0,         207,      -6.975239172,      -4.641251339,      -5.808080876,      -4.541384107,      -9.549904813
          0,           0,         208,      -6.989411129,       -4.64331485,       -5.81526675,      -4.546000725,       -9.54886352
          0,           0,         209,      -7.000874004,      -4.645362607,      -5.822597301,      -4.550102383,      -9.547859811
          0,           0,         210,      -7.011408772,      -4.647397745,      -5.829671734,      -4.553968619,      -9.546891069
          0,           0,         211,      -7.019841235,       -4.64942827,      -5.836296555,      -4.557541961,       -9.54587081
          0,           0,         212,      -7.026140434,      -4.651451519,      -5.842616537,      -4.560729356,      -9.544783456
          0,           0,         213,      -7.030130916,       -4.65346875,      -5.848751042,      -4.563541287,      -9.543629567
          0,           0,         214,       -7.03395711,      -4.655486952,      -5.854787371,      -4.566336783,      -9.542475416
          0,           0,         215,      -7.038794507,       -4.65750069,      -5.861215824,      -4.569207931,      -9.541298496
          0,           0,         216,      -7.041620241,      -4.659509116,      -5.867197886,      -4.571637864,      -9.540151349
          0,           0,         217,      -7.045981218,      -4.661518121,      -5.872706905,      -4.574422567,      -9.539035507
          0,           0,         218,      -7.046798471,      -4.663524354,      -5.878862766,      -4.576655558,      -9.537944019
          0,           0,         219,      -7.048780778,      -4.665525665,      -5.885182409,      -4.578922101,      -9.536858114
          0,           0,         220,      -7.051655212,      -4.667524166,      -5.891499558,      -4.581355776,      -9.535798847
          0,           0,         221,      -7.054584567,      -4.669517749,      -5.897752081,       -4.58377984,       -9.53476411
          0,           0,         222,      -7.057474341,      -4.671508206,      -5.904009167,      -4.586160299,       -9.53376078
          0,           0,         223,      -7.060927386,      -4.673490422,      -5.910272258,      -4.588580261,      -9.532792614
          0,           0,         224,      -7.067404426,      -4.675461628,      -5.916052899,      -4.591400159,      -9.531859698
          0,           0,         225,      -7.073349286,      -4.677423784,      -5.922538995,      -4.594133196,      -9.530960073
          0,           0,         226,      -7.079194038,      -4.679378341,      -5.928571746,      -4.596763549,      -9.530086993
          0,           0,         227,      -7.083747022,      -4.681327627,      -5.933856213,      -4.599294675,      -9.529189793
          0,           0,         228,      -7.087477552,      -4.683268889,      -5.938895993,      -4.601717261,      -9.528303246
          0,           0,         229,      -7.093069415,      -4.685203365,      -5.943220751,      -4.604384626,      -9.527440174
          0,           0,         230,      -7.094481534,      -4.687123786,      -5.947935049,       -4.60641644,      -9.526597917
          0,           0,         231,      -7.101746873,      -4.689033537,      -5.952094666,      -4.609228993,      -9.525759054
          0,           0,         232,      -7.101926042,      -4.690936871,      -5.955980035,      -4.611141572,      -9.524763965
          0,           0,         233,      -7.104440393,      -4.692833384,      -5.959885905,      -4.613249613,      -9.523751963
          0,           0,         234,      -7.109628302,      -4.694724124,       -5.96422213,      -4.615724602,      -9.522756342
          0,           0,         235,      -7.109315279,      -4.696612548,      -5.968181013,      -4.617579477,      -9.521778848
          0,           0,         236,      -7.110121091,      -4.698502268,      -5.971985004,      -4.619623513,      -9.520829946
          0,           0,         237,       -7.11039007,       -4.70038335,      -5.975844709,      -4.621533222,      -9.519907235
          0,           0,         238,      -7.112204614,      -4.702258831,       -5.97990961,       -4.62360086,      -9.519012234
          0,           0,         239,      -7.113904992,      -4.704130168,      -5.984097924,      -4.625619023,      -9.518143965
          0,           0,         240,      -7.116822222,      -4.705996025,      -5.988353068,      -4.627724535,      -9.517295266
          0,           0,         241,      -7.119770391,      -4.707859009,      -5.992824714,      -4.629941987,      -9.516475829
          0,           0,         242,      -7.123872224,       -4.70971688,      -5.997885159,      -4.632395398,      -9.515683774
          0,           0,         243,      -7.123759209,      -4.711570481,       -6.00255647,      -4.634337904,      -9.514870657
