"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   
          0,           0,         283,      -5.496441599,      -2.625502357,      -2.536996081,       -2.53621992,    -0.01753696942
          0,           0,         284,      -5.514515513,      -2.639323267,      -2.548651624,      -2.546660147,    -0.03600916661
          0,           0,         285,      -5.533378548,      -2.655130233,      -2.561170421,       -2.55801459,     -0.0553406579
          0,           0,         286,      -5.552735207,      -2.672845432,      -2.574452998,      -2.570224407,    -0.07522712197
          0,           0,         287,      -5.572212841,      -2.692323344,      -2.588377738,      -2.583212081,    -0.09527964687
          0,           0,         288,      -5.591370065,      -2.713327406,      -2.602795223,      -2.596876497,     -0.1150312879
          0,           0,         289,      -5.609724475,      -2.735502828,      -2.617526215,      -2.611087175,     -0.1339639084
          0,           0,         290,      -5.626795404,      -2.758351879,      -2.632360874,      -2.625679612,     -0.1515524893
          0,           0,         291,      -5.642157394,         -2.781223,       -2.64706273,      -2.640452892,     -0.1673237999
          0,           0,         292,       -5.65549455,      -2.803321415,      -2.661377379,      -2.655172358,     -0.1809183408
          0,           0,         293,      -5.666640467,      -2.823755144,      -2.675046238,      -2.669577997,     -0.1921394904
          0,           0,         294,      -5.675593773,      -2.841622962,       -2.68782417,      -2.683399609,     -0.2009757573
          0,           0,         295,      -5.682503593,      -2.856137908,      -2.699501812,      -2.696379715,     -0.2075883819
          0,           0,         296,      -5.687635644,      -2.866761853,      -2.709930704,      -2.708303013,     -0.2122739269
          0,           0,         297,      -5.691334527,      -2.873309004,      -2.719046386,      -2.719025573,     -0.2154199893
          0,           0,         298,      -5.693990451,      -2.875980789,      -2.726879912,      -2.728493193,     -0.2174633096
          0,           0,         299,      -5.696011473,      -2.875317891,      -2.733555142,      -2.736745437,     -0.2188547766
          0,           0,         300,       -5.69779562,      -2.872087484,      -2.739269754,      -2.743904612,     -0.2200274539
          0,           0,         301,      -5.699711621,      -2.867152918,      -2.744271996,      -2.750156522,     -0.2213757193
          0,           0,         302,      -5.702079813,      -2.861359692,      -2.748833443,      -2.755726506,     -0.2232372025
          0,           0,         303,       -5.70516656,      -2.855460748,      -2.753227296,      -2.760857972,     -0.2258885417
          0,           0,         304,      -5.709180759,      -2.850079578,      -2.757710481,      -2.765793585,     -0.2295441651
          0,           0,         305,      -5.714269703,      -2.845694043,      -2.762507885,       -2.77076004,     -0.2343548119
          0,           0,         306,      -5.720519901,      -2.842639707,      -2.767802859,      -2.775956956,     -0.2404098167
          0,           0,         307,      -5.727973799,      -2.841146472,       -2.77374085,      -2.781552978,     -0.2477530972
          0,           0,         308,      -5.736641162,      -2.841378778,       -2.78043617,      -2.787685786,     -0.2563948667
          0,           0,         309,      -5.746496655,      -2.843451028,      -2.787970944,      -2.794460712,     -0.2663099958
          0,           0,         310,      -5.757475744,      -2.847434321,      -2.796392989,      -2.801950009,     -0.2774336363
          0,           0,         311,      -5.769471062,      -2.853364096,      -2.805716362,      -2.810193391,     -0.2896570979
          0,           0,         312,      -5.782328134,      -2.861245528,      -2.815922994,      -2.819199798,     -0.3028231182
          0,           0,         313,      -5.795841845,      -2.871055058,      -2.826962177,      -2.828948147,     -0.3167210151
          0,           0,         314,      -5.809753978,      -2.882738531,      -2.838750978,      -2.839389023,     -0.3310831862
          0,           0,         315,      -5.823753181,      -2.896204501,      -2.851173556,      -2.850445294,     -0.3455834483
          0,           0,         316,       -5.83748261,      -2.911313097,      -2.864081105,        -2.8620127,     -0.3598435316
          0,           0,         317,      -5.850558499,      -2.927860649,      -2.877290732,      -2.873960089,     -0.3734511945
          0,           0,         318,      -5.862602106,      -2.945563413,      -2.890587846,      -2.886130056,     -0.3859930669
          0,           0,         319,       -5.87328254,      -2.964041164,      -2.903729463,      -2.898339868,     -0.3971005465
          0,           0,         320,      -5.882358031,      -2.982806205,      -2.916451191,      -2.910383602,     -0.4064962798
          0,           0,         321,      -5.889699013,      -3.001262055,      -2.928479145,      -2.922037833,      -0.414023812
          0,           0,         322,      -5.895288375,      -3.018719716,      -2.939547673,      -2.933072615,     -0.4196532866
          0,           0,         323,      -5.899212983,      -3.034443843,      -2.949422573,      -2.943267332,     -0.4234748006
          0,           0,         324,       -5.90165513,      -3.047732014,      -2.957926723,      -2.952430935,     -0.4256880975
          0,           0,         325,      -5.902876995,      -3.058015766,      -2.964961366,      -2.960422793,     -0.4265829025
          0,           0,         326,      -5.903191217,      -3.064957341,      -2.970516725,      -2.967168108,      -0.426504162
          0,           0,         327,      -5.902923575,       -3.06850791,      -2.974670878,      -2.972665649,     -0.4258098161
          0,           0,         328,      -5.902389586,      -3.068908427,      -2.977583792,      -2.976990366,     -0.4248440749
          0,           0,         329,      -5.901894026,      -3.066642916,      -2.979489342,      -2.980291438,      -0.423934864
          0,           0,         330,      -5.901732247,      -3.062359232,      -2.980676358,      -2.982778887,     -0.4233945014
          0,           0,         331,      -5.902175591,      -3.056780349,      -2.981459879,      -2.984701183,     -0.4235055886
          0,           0,         332,       -5.90345105,      -3.050616494,      -2.982150233,      -2.986320076,     -0.4245024082
          0,           0,         333,      -5.905729006,      -3.044499529,       -2.98303044,      -2.987889883,     -0.4265603601
          0,           0,         334,      -5.909123729,      -3.038949282,      -2.984344038,      -2.989643609,     -0.4297973719
          0,           0,         335,      -5.913701202,      -3.034367914,      -2.986291334,      -2.991785849,     -0.4342820694
          0,           0,         336,      -5.919487757,       -3.03105153,      -2.989030336,      -2.994489043,      -0.440042617
          0,           0,         337,      -5.926476825,      -3.029209292,      -2.992679763,       -2.99789281,      -0.447073564
          0,           0,         338,      -5.934632467,      -3.028983264,       -2.99732298,      -3.002104266,     -0.4553393072
          0,           0,         339,      -5.943889224,      -3.030465581,      -3.003011345,      -3.007199395,     -0.4647737697
          0,           0,         340,       -5.95414989,      -3.033712018,      -3.009766733,      -3.013224737,     -0.4752777804
          0,           0,         341,      -5.965281495,      -3.038748998,      -3.017583485,      -3.020198991,     -0.4867144506
          0,           0,         342,      -5.977111329,      -3.045580152,      -3.026428896,      -3.028114371,     -0.4989043316
          0,           0,         343,      -5.989424587,      -3.054186932,       -3.03624356,      -3.036937534,      -0.511621999
          0,           0,         344,      -6.001964855,      -3.064527019,       -3.04694067,      -3.046609952,     -0.5245955096
          0,           0,         345,      -6.014440147,      -3.076529877,      -3.058405369,      -3.057047911,     -0.5375116317
          0,           0,         346,      -6.026536464,      -3.090089764,      -3.070494089,      -3.068142233,     -0.5500292583
          0,           0,         347,      -6.037940068,       -3.10505672,      -3.083034483,      -3.079757916,     -0.5618029031
          0,           0,         348,      -6.048366875,      -3.121226848,       -3.09582591,      -3.091734021,     -0.5725150134
          0,           0,         349,      -6.057593054,      -3.138332946,      -3.108641088,      -3.103883881,     -0.5819113314
          0,           0,         350,      -6.065470599,      -3.156039259,      -3.121229988,      -3.115996999,     -0.5898217201
          0,           0,         351,      -6.071916847,      -3.173940332,      -3.133328766,      -3.127844347,     -0.5961537621
          0,           0,         352,       -6.07690169,       -3.19156747,      -3.144677071,      -3.139188736,     -0.6008803969
          0,           0,         353,      -6.080454155,      -3.208405097,      -3.155039392,       -3.14979998,     -0.6040447221
          0,           0,         354,      -6.082691585,      -3.223926396,       -3.16422776,      -3.159473748,     -0.6057848222
          0,           0,         355,      -6.083827418,      -3.237643851,      -3.172120176,      -3.168052127,      -0.606339211
          0,           0,         356,      -6.084148923,      -3.249168672,      -3.178671265,      -3.175439886,      -0.606022948
          0,           0,         357,      -6.083975766,      -3.258263715,      -3.183915497,      -3.181613726,     -0.6051840622
          0,           0,         358,      -6.083622587,      -3.264876162,      -3.187963388,      -3.186623953,     -0.6041637048
          0,           0,         359,      -6.083383655,      -3.269144211,      -3.190993679,      -3.190590242,     -0.6032784185
          0,           0,         360,      -6.083535497,        -3.2713802,      -3.193240986,      -3.193691386,      -0.602821182
          0,           0,         361,      -6.084337725,      -3.272031954,      -3.194975198,      -3.196148651,     -0.6030620924
          0,           0,         362,      -6.086023471,      -3.271628296,      -3.196477625,      -3.198204319,       -0.60424028
          0,           0,         363,      -6.088784689,      -3.270717563,       -3.19801777,      -3.200101847,     -0.6065514219
          0,           0,         364,       -6.09276303,      -3.269814693,      -3.199836707,      -3.202070448,     -0.6101403823
          0,           0,         365,       -6.09805055,      -3.269368003,      -3.202138508,      -3.204315174,      -0.615102742
          0,           0,         366,      -6.104697726,      -3.269747601,      -3.205088145,      -3.207011779,     -0.6214929221
          0,           0,         367,       -6.11272251,      -3.271249204,      -3.208813062,      -3.210304812,     -0.6293331685
          0,           0,         368,      -6.122116007,      -3.274105482,      -3.213405978,      -3.214307621,     -0.6386192478
          0,           0,         369,      -6.132843745,      -3.278498621,      -3.218927777,      -3.219103595,     -0.6493217851
          0,           0,         370,       -6.14484396,      -3.284571865,      -3.225410061,      -3.224748104,     -0.6613845518
          0,           0,         371,      -6.158023484,      -3.292438839,       -3.23285722,      -3.231270733,     -0.6747202563
          0,           0,         372,      -6.172251882,      -3.302189552,      -3.241247913,      -3.238677603,      -0.689204308
          0,           0,         373,       -6.18735452,      -3.313892394,      -3.250535989,      -3.246953347,     -0.7046671556
          0,           0,         374,      -6.203105608,      -3.327591305,      -3.260650876,      -3.256062599,     -0.7208860647
          0,           0,         375,      -6.219222531,      -3.343296999,      -3.271497402,      -3.265950606,     -0.7375775017
          0,           0,         376,      -6.235363263,      -3.360970794,      -3.282955222,      -3.276542762,     -0.7543919406
          0,           0,         377,      -6.251129748,      -3.380499936,      -3.294877405,      -3.287742295,     -0.7709142853
          0,           0,         378,      -6.266083936,      -3.401665415,       -3.30708829,      -3.299425911,     -0.7866775134
          0,           0,         379,      -6.279787279,       -3.42410704,      -3.319381372,        -3.3114383,     -0.8012019756
          0,           0,         380,      -6.291862788,      -3.447292733,      -3.331520626,      -3.323588143,     -0.8140609581
          0,           0,         381,      -6.302047614,      -3.470503254,      -3.343247689,      -3.335649488,     -0.8249401513
          0,           0,         382,      -6.310209226,      -3.492838986,      -3.354299509,       -3.34737035,     -0.8336621354
          0,           0,         383,      -6.316343009,      -3.513267878,      -3.364430207,      -3.358488731,      -0.840191676
          0,           0,         384,      -6.320565845,      -3.530733012,      -3.373432618,      -3.368753909,     -0.8446337518
          0,           0,         385,       -6.32309936,      -3.544314729,       -3.38115737,      -3.377950681,     -0.8472169025
          0,           0,         386,      -6.324241726,       -3.55340683,      -3.387529133,      -3.385923394,     -0.8482612346
          0,           0,         387,      -6.324339545,      -3.557843992,      -3.392559615,      -3.392597114,     -0.8481444331
          0,           0,         388,      -6.323768822,      -3.557931449,      -3.396353443,      -3.397991003,     -0.8472767117
          0,           0,         389,      -6.322919597,      -3.554368972,      -3.399100919,      -3.402217529,      -0.846080495
          0,           0,         390,      -6.322175233,      -3.548102213,      -3.401056565,      -3.405466148,     -0.8449666632
          0,           0,         391,      -6.321888879,      -3.540155648,      -3.402509874,      -3.407977396,     -0.8443101033
          0,           0,         392,      -6.322365214,       -3.53149559,      -3.403756856,      -3.410015752,      -0.844431986
          0,           0,         393,      -6.323852521,      -3.522947567,      -3.405078059,      -3.411847224,        -0.8455929
          0,           0,         394,      -6.326544174,      -3.515166652,      -3.406724834,      -3.413723549,     -0.8479954263
          0,           0,         395,      -6.330583302,       -3.50864288,      -3.408912223,      -3.415872096,     -0.8517899764
          0,           0,         396,      -6.336064112,      -3.503720477,      -3.411814803,      -3.418489249,     -0.8570774595
          0,           0,         397,      -6.343032754,      -3.500620613,      -3.415564497,      -3.421735878,     -0.8639110034
          0,           0,         398,      -6.351498308,      -3.499475492,      -3.420254957,      -3.425736615,      -0.872306397
          0,           0,         399,      -6.361446225,      -3.500367074,      -3.425949892,      -3.430584201,     -0.8822547535
          0,           0,         400,      -6.372838769,      -3.503349721,      -3.432688093,      -3.436343324,     -0.8937229306
          0,           0,         401,      -6.385607222,      -3.508456997,      -3.440483575,      -3.443052827,     -0.9066457115
          0,           0,         402,      -6.399644441,      -3.515704281,      -3.449325647,      -3.450727506,     -0.9209180171
          0,           0,         403,      -6.414798222,      -3.525089976,      -3.459179583,      -3.459359935,      -0.936387632
          0,           0,         404,      -6.430864709,      -3.536593374,       -3.46998699,       -3.46892206,     -0.9528474209
          0,           0,         405,      -6.447582292,      -3.550169308,      -3.481665723,      -3.479366082,     -0.9700274474
          0,           0,         406,      -6.464627874,      -3.565736593,      -3.494108819,      -3.490624126,     -0.9875892996
          0,           0,         407,      -6.481618203,      -3.583161897,      -3.507183099,      -3.502606822,      -1.005125522
          0,           0,         408,      -6.498122795,      -3.602238134,      -3.520727017,       -3.51520058,      -1.022171618
          0,           0,         409,      -6.513693376,      -3.622659868,      -3.534548436,      -3.528263994,      -1.038236649
          0,           0,         410,      -6.527906976,      -3.644000054,      -3.548424234,      -3.541624574,      -1.052850402
          0,           0,         411,      -6.540409292,      -3.665693569,      -3.562104681,      -3.555077964,      -1.065613277
          0,           0,         412,      -6.550948397,      -3.687035313,      -3.575324205,      -3.568391484,      -1.076237783
          0,           0,         413,      -6.559400331,      -3.707203825,      -3.587817587,      -3.581313447,      -1.084581303
          0,           0,         414,      -6.565786181,      -3.725322488,      -3.599340071,      -3.593588665,      -1.090667075
          0,           0,         415,      -6.570269794,      -3.740561645,       -3.60968805,      -3.604978188,      -1.094681201
          0,           0,         416,      -6.573128787,      -3.752264838,      -3.618717647,      -3.615281361,      -1.096938755
          0,           0,         417,      -6.574710091,      -3.760066096,        -3.6263609,       -3.62435785,      -1.097832107
          0,           0,         418,      -6.575391679,      -3.763957728,      -3.632639024,      -3.632147531,      -1.097785371
          0,           0,         419,      -6.575560119,       -3.76428762,      -3.637667421,      -3.638681842,      -1.097226182
          0,           0,         420,      -6.575595796,      -3.761688634,      -3.641645781,      -3.644080426,       -1.09656728
          0,           0,         421,      -6.575856011,      -3.756964495,      -3.644834132,      -3.648533553,      -1.096188582
          0,           0,         422,      -6.576657087,      -3.750967528,       -3.64752294,      -3.652276996,      -1.096420476
          0,           0,         423,      -6.578261441,      -3.744499241,      -3.650005442,      -3.655566771,      -1.097533132
          0,           0,         424,      -6.580872905,      -3.738248984,      -3.652556807,      -3.658658407,      -1.099734056
          0,           0,         425,      -6.584639726,      -3.732770453,      -3.655421288,      -3.661792227,      -1.103172796
          0,           0,         426,      -6.589661243,      -3.728485323,       -3.65880617,      -3.665184124,      -1.107948888
          0,           0,         427,      -6.595994292,      -3.725699998,      -3.662880301,      -3.669020412,      -1.114119218
          0,           0,         428,      -6.603656184,      -3.724624542,       -3.66777348,      -3.673455053,      -1.121701667
          0,           0,         429,      -6.612625379,      -3.725390845,      -3.673576724,      -3.678607585,      -1.130676056
          0,           0,         430,      -6.622843934,      -3.728073561,      -3.680344574,      -3.684562516,      -1.140986165
          0,           0,         431,      -6.634219912,      -3.732712147,      -3.688100006,      -3.691371394,      -1.152541605
          0,           0,         432,      -6.646624324,      -3.739324047,      -3.696837915,      -3.699055982,      -1.165214175
          0,           0,         433,       -6.65988376,      -3.747907218,      -3.706525465,      -3.707610494,      -1.178829543
          0,           0,         434,      -6.673773168,      -3.758437229,       -3.71710129,      -3.717002824,      -1.193158797
          0,           0,         435,      -6.688011549,      -3.770861365,      -3.728474632,      -3.727175241,      -1.207912697
          0,           0,         436,       -6.70226328,      -3.785089208,      -3.740524427,      -3.738044568,      -1.222741308
          0,           0,         437,      -6.716148921,      -3.800979569,       -3.75309836,      -3.749501762,       -1.23724319
          0,           0,         438,      -6.729269208,      -3.818324187,      -3.766012439,      -3.761411157,      -1.250988624
          0,           0,         439,       -6.74124342,      -3.836830043,      -3.779051788,      -3.773609659,      -1.263559106
          0,           0,         440,      -6.751755621,      -3.856103961,      -3.791973629,      -3.785906523,      -1.274597501
          0,           0,         441,      -6.760589192,      -3.875643154,      -3.804514364,      -3.798085548,      -1.283848968
          0,           0,         442,      -6.767634758,      -3.894835074,      -3.816403051,      -3.809912087,      -1.291175325
          0,           0,         443,      -6.772888612,      -3.912976846,      -3.827380643,      -3.821145151,      -1.296557731
          0,           0,         444,      -6.776455346,      -3.929326581,      -3.837221929,      -3.831554043,      -1.300100811
          0,           0,         445,      -6.778543304,       -3.94318709,      -3.845757334,       -3.84093869,       -1.30202704
          0,           0,         446,      -6.779442008,      -3.954007791,      -3.852890878,      -3.849150087,      -1.302650953
          0,           0,         447,      -6.779484547,      -3.961476687,      -3.858609331,       -3.85610638,      -1.302336828
          0,           0,         448,      -6.779012305,      -3.965571918,      -3.862984998,      -3.861803102,      -1.301458527
          0,           0,         449,      -6.778359365,       -3.96655982,      -3.866173942,       -3.86631783,      -1.300379956
          0,           0,         450,      -6.777852382,      -3.964946958,       -3.86840653,      -3.869805694,      -1.299452237
          0,           0,         451,       -6.77780463,      -3.961400845,      -3.869965551,       -3.87248265,      -1.299006783
          0,           0,         452,      -6.778498272,      -3.956655603,      -3.871156137,      -3.874600521,      -1.299338418
          0,           0,         453,      -6.780166327,      -3.951424359,      -3.872277316,      -3.876421987,      -1.300689094
          0,           0,         454,      -6.782984426,      -3.946336862,      -3.873601713,       -3.87820105,      -1.303241155
          0,           0,         455,      -6.787072965,      -3.941908978,      -3.875364495,      -3.880170236,      -1.307120441
          0,           0,         456,      -6.792504912,      -3.938539116,       -3.87775951,      -3.882533343,      -1.312404573
          0,           0,         457,      -6.799314292,      -3.936521075,      -3.880939808,      -3.885461986,      -1.319131722
          0,           0,         458,      -6.807502479,      -3.936064089,      -3.885020657,      -3.889094706,      -1.327307025
          0,           0,         459,      -6.817041451,      -3.937313021,      -3.890082871,        -3.8935376,      -1.336905861
          0,           0,         460,      -6.827873759,       -3.94036556,      -3.896175866,      -3.898865818,      -1.347873665
          0,           0,         461,      -6.839909677,      -3.945285413,      -3.903320269,      -3.905125548,      -1.360122719
          0,           0,         462,      -6.853022339,      -3.952110754,      -3.911509487,      -3.912335961,      -1.373526656
          0,           0,         463,      -6.867041625,      -3.960858273,      -3.920710459,      -3.920490794,      -1.387913423
          0,           0,         464,      -6.881748142,      -3.971523319,      -3.930863616,      -3.929559449,      -1.403057949
          0,           0,         465,       -6.89686888,      -3.984076098,       -3.94188238,       -3.93948754,      -1.418676212
          0,           0,         466,       -6.91207722,      -3.998453706,      -3.953652347,      -3.950196858,      -1.434423499
          0,           0,         467,       -6.92700112,      -4.014547737,       -3.96603035,      -3.961584696,      -1.449901215
          0,           0,         468,      -6.941243866,      -4.032187751,      -3.978843604,      -3.973522514,      -1.464677451
          0,           0,         469,       -6.95441933,      -4.051122343,      -3.991889096,      -3.985854105,      -1.478324503
          0,           0,         470,      -6.966194529,      -4.071001501,      -4.004933868,      -3.998393988,      -1.490466856
          0,           0,         471,      -6.976319233,      -4.091364937,      -4.017718917,      -4.010927722,      -1.500817788
          0,           0,         472,      -6.984632835,      -4.111640077,      -4.029971306,      -4.023216402,      -1.509191736
          0,           0,         473,      -6.991070962,      -4.131155336,      -4.041423927,      -4.035007419,      -1.515514359
          0,           0,         474,      -6.995682659,      -4.149178443,        -4.0518374,      -4.046051757,      -1.519841099
          0,           0,         475,      -6.998638767,      -4.164986034,      -4.061021247,      -4.056125631,      -1.522364106
          0,           0,         476,      -7.000213612,      -4.177957712,      -4.068851837,      -4.065052574,      -1.523390143
          0,           0,         477,      -7.000743401,      -4.187672587,      -4.075284597,      -4.072721911,      -1.523293767
          0,           0,         478,      -7.000583725,      -4.193979349,      -4.080360394,      -4.079101747,      -1.522469354
          0,           0,         479,      -7.000086462,      -4.197020013,      -4.084206509,      -4.084245495,      -1.521303378
          0,           0,         480,      -6.999594317,       -4.19720432,      -4.087028874,       -4.08828862,      -1.520165812
          0,           0,         481,      -6.999435376,      -4.195143044,      -4.089092189,       -4.09143321,      -1.519403628
          0,           0,         482,      -6.999908843,      -4.191555908,      -4.090691448,      -4.093923882,      -1.519327675
          0,           0,         483,      -7.001268151,      -4.187176582,      -4.092123257,      -4.096022309,      -1.520198147
          0,           0,         484,      -7.003710381,       -4.18267699,      -4.093663521,       -4.09798613,      -1.522216291
          0,           0,         485,      -7.007375732,      -4.178623509,      -4.095553983,      -4.100054373,      -1.525525374
          0,           0,         486,      -7.012355179,      -4.175464818,      -4.097996789,      -4.102438843,      -1.530219044
          0,           0,         487,      -7.018700827,      -4.173541571,      -4.101154364,      -4.105319865,      -1.536351962
          0,           0,         488,      -7.026433718,       -4.17310557,      -4.105151698,      -4.108844844,      -1.543947831
          0,           0,         489,      -7.035547378,      -4.174339922,      -4.110079295,      -4.113128639,      -1.553003129
          0,           0,         490,      -7.046007645,      -4.177376452,      -4.115996055,      -4.118255079,      -1.563487034
          0,           0,         491,      -7.057749591,      -4.182309223,      -4.122931739,      -4.124279067,      -1.575338312
          0,           0,         492,      -7.070672104,      -4.189203841,      -4.130888775,      -4.131228775,      -1.588459669
          0,           0,         493,      -7.084630922,      -4.198102617,      -4.139843343,      -4.139107619,      -1.602710254
          0,           0,         494,      -7.099431267,      -4.209025627,      -4.149745806,      -4.147895811,      -1.617897346
          0,           0,         495,      -7.114821734,      -4.221967406,      -4.160520608,      -4.157551422,      -1.633768716
          0,           0,         496,      -7.130491484,      -4.236888751,      -4.172065717,      -4.168010816,      -1.650007723
          0,           0,         497,       -7.14607321,      -4.253702588,      -4.184251859,      -4.179188242,      -1.666233757
          0,           0,         498,      -7.161155091,      -4.272253478,      -4.196921385,       -4.19097423,      -1.682011846
          0,           0,         499,      -7.175306885,      -4.292291879,      -4.209886821,      -4.203232525,      -1.696877722
          0,           0,         500,       -7.18812557,      -4.313447764,      -4.222929801,      -4.215796208,      -1.710385271
          0,           0,         501,      -7.199289322,      -4.335209895,      -4.235803312,       -4.22846559,      -1.722165719
          0,           0,         502,      -7.208589047,      -4.356915852,      -4.248240975,      -4.241010763,      -1.731966427
          0,           0,         503,       -7.21593495,      -4.377762373,      -4.259973554,      -4.253180113,      -1.739664665
          0,           0,         504,      -7.221358849,      -4.396851864,      -4.270749793,      -4.264715275,      -1.745275027
          0,           0,         505,      -7.225011197,      -4.413285213,      -4.280358307,      -4.275371424,      -1.748948354
          0,           0,         506,      -7.227141261,      -4.426292435,      -4.288647158,      -4.284940037,      -1.750950343
          0,           0,         507,      -7.228062618,      -4.435368354,      -4.295539685,      -4.293271269,        -1.7516226
          0,           0,         508,      -7.228120971,      -4.440368271,      -4.301046831,      -4.300293905,      -1.751344716
          0,           0,         509,      -7.227676824,      -4.441531665,      -4.305273461,      -4.306028744,      -1.750511496
          0,           0,         510,      -7.227096206,      -4.439429528,      -4.308412158,       -4.31058879,      -1.749519435
          0,           0,         511,      -7.226736191,       -4.43485526,      -4.310722007,      -4.314163853,      -1.748749927
          0,           0,         512,      -7.226924302,      -4.428693653,      -4.312498505,      -4.316994945,       -1.74854852
          0,           0,         513,       -7.22794057,      -4.421804039,      -4.314043787,      -4.319346988,      -1.749208139
          0,           0,         514,      -7.230008745,      -4.414941147,      -4.315643429,      -4.321485961,      -1.750961791
          0,           0,         515,      -7.233296933,      -4.408718724,      -4.317551822,      -4.323662663,       -1.75398443
          0,           0,         516,      -7.237923808,      -4.403606875,      -4.319985134,      -4.326102598,      -1.758400085
          0,           0,         517,      -7.243965869,      -4.399948692,      -4.323119462,       -4.32900044,      -1.764289833
          0,           0,         518,       -7.25146285,       -4.39798386,      -4.327091822,      -4.332517592,      -1.771697758
          0,           0,         519,      -7.260420868,      -4.397872355,      -4.332002457,      -4.336781703,      -1.780634399
          0,           0,         520,      -7.270813971,      -4.399715877,      -4.337917834,      -4.341887551,      -1.791078254
          0,           0,         521,      -7.282583737,      -4.403575679,      -4.344873689,      -4.347898819,       -1.80297506
          0,           0,         522,      -7.295635974,      -4.409485067,      -4.352877235,       -4.35485008,      -1.816233951
          0,           0,         523,      -7.309835192,      -4.417456604,      -4.361908321,      -4.362748594,      -1.830721088
          0,           0,         524,      -7.324998178,      -4.427485032,      -4.371920254,      -4.371576217,      -1.846252097
          0,           0,         525,      -7.340887661,      -4.439545595,      -4.382840458,      -4.381291459,      -1.862584278
          0,           0,         526,      -7.357207437,      -4.453586753,      -4.394570403,      -4.391830931,      -1.879409894
          0,           0,         527,      -7.373601698,      -4.469517177,       -4.40698462,      -4.403109426,      -1.896353515
          0,           0,         528,      -7.389663072,       -4.48718745,      -4.419929212,      -4.415018571,      -1.912978606
          0,           0,         529,      -7.404954745,      -4.506367528,      -4.433220265,      -4.427424322,      -1.928809734
          0,           0,         530,      -7.419049577,      -4.526722832,      -4.446642873,       -4.44016401,      -1.943374496
          0,           0,         531,      -7.431576511,       -4.54779391,      -4.459952694,      -4.453044444,      -1.956255748
          0,           0,         532,      -7.442255653,      -4.568985231,       -4.47288358,      -4.465843234,      -1.967133887
          0,           0,         533,      -7.450918922,      -4.589570479,      -4.485162784,      -4.478315336,       -1.97581437
          0,           0,         534,      -7.457527161,      -4.608726042,      -4.496530933,      -4.490206134,      -1.982250034
          0,           0,         535,       -7.46218049,      -4.625603327,      -4.506763837,      -4.501270455,      -1.986552934
          0,           0,         536,      -7.465107244,      -4.639437903,      -4.515692955,      -4.511294581,      -1.988980479
          0,           0,         537,      -7.466627073,      -4.649673136,      -4.523221507,      -4.520117648,      -1.989892579
          0,           0,         538,      -7.467104382,      -4.656060295,      -4.529336186,      -4.527650353,      -1.989697969
          0,           0,         539,      -7.466915585,      -4.658701902,      -4.534114824,      -4.533889214,      -1.988815155
          0,           0,         540,      -7.466435404,       -4.65802762,      -4.537725303,      -4.538921264,      -1.987654146
          0,           0,         541,      -7.466027468,      -4.654713389,      -4.540409879,      -4.542914221,      -1.986604713
          0,           0,         542,      -7.466028459,      -4.649568336,      -4.542457252,      -4.546094201,      -1.986020685
          0,           0,         543,       -7.46673004,      -4.643420648,       -4.54417154,      -4.548718779,      -1.986203836
          0,           0,         544,      -7.468366964,      -4.637029023,      -4.545846238,      -4.551052666,       -1.98739439
          0,           0,         545,      -7.471114664,      -4.631032034,      -4.547746666,      -4.553349531,      -1.989770597
          0,           0,         546,      -7.475094114,      -4.625932646,      -4.550100665,      -4.555840196,       -1.99345492
          0,           0,         547,      -7.480379784,       -4.62210665,      -4.553095496,      -4.558725912,      -1.998522844
          0,           0,         548,      -7.487006976,      -4.619822761,      -4.556878443,      -4.562175199,      -2.005010753
          0,           0,         549,      -7.494976867,      -4.619265656,      -4.561559224,      -4.566323012,      -2.012921261
          0,           0,         550,      -7.504258899,      -4.620557488,      -4.567213078,      -4.571271415,       -2.02222565
          0,           0,         551,       -7.51479059,      -4.623775776,      -4.573883904,      -4.577091261,      -2.032863524
          0,           0,         552,       -7.52647457,      -4.628966357,        -4.5815869,      -4.583824417,      -2.044739492
          0,           0,         553,      -7.539173195,      -4.636150757,       -4.59031021,      -4.591485953,      -2.057717189
          0,           0,         554,      -7.552701827,       -4.64532839,      -4.600015362,      -4.600065715,      -2.071611603
          0,           0,         555,      -7.566822759,      -4.656474468,      -4.610636634,      -4.609528958,      -2.086181643
          0,           0,         556,      -7.581242167,       -4.66953423,      -4.622079691,      -4.619816024,      -2.101125323
          0,           0,         557,      -7.595613383,      -4.684413503,      -4.634220004,      -4.630841435,      -2.116081058
          0,           0,         558,      -7.609550249,       -4.70096529,      -4.646901678,      -4.642492878,       -2.13063935
          0,           0,         559,        -7.6226542,      -4.718972542,      -4.659937186,      -4.654630298,      -2.144369343
          0,           0,         560,      -7.634555754,      -4.738129455,      -4.673108114,      -4.667084975,      -2.156862122
          0,           0,         561,      -7.644960357,      -4.758025563,      -4.686167908,      -4.679659187,      -2.167781405
          0,           0,         562,      -7.653674162,      -4.778136048,      -4.698849406,      -4.692128711,      -2.176896064
          0,           0,         563,      -7.660605337,      -4.797822896,      -4.710879392,      -4.704250299,      -2.184087329
