"Time_Iter",    "Cur_Time"    ,     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,    "Avg_Press"   ,       "CD"       ,       "CL"       ,     "probe1"     
        230,               2.3,      -9.950988138,      -10.74963618,      -11.20828017,                 0,         1.4155009,   0.0003966657808,     0.09544686285
        231,              2.31,      -9.948582494,      -10.74829264,      -11.20668451,                 0,       1.415087335,   0.0002377827821,     0.09523318916
        232,              2.32,      -9.952744469,      -10.75319369,       -11.2130382,                 0,       1.414691594,    7.61567176e-05,     0.09502038679
        233,              2.33,      -9.959733167,       -10.7597069,      -11.22130662,                 0,       1.414303452,  -8.770769205e-05,     0.09480846196
        234,              2.34,      -9.958599327,      -10.75854179,      -11.22101919,                 0,       1.413912598,  -0.0002533104577,     0.09459740601
        235,              2.35,      -9.953510154,      -10.75465311,      -11.21664702,                 0,        1.41351976,  -0.0004198463133,     0.09438718811
        236,              2.36,      -9.956498696,      -10.75832415,      -11.22120799,                 0,        1.41313684,  -0.0005864768567,     0.09417779151
        237,              2.37,       -9.96582719,      -10.76681434,      -11.23149929,                 0,         1.4127643,  -0.0007525492101,     0.09396922678
        238,              2.38,       -9.96512246,      -10.76574907,      -11.23187445,                 0,       1.412388074,  -0.0009175010778,     0.09376149256
        239,              2.39,      -9.955891082,      -10.75789424,       -11.2242228,                 0,        1.41200581,   -0.001080657287,      0.0935545547
        240,               2.4,      -9.956682286,      -10.76004742,      -11.22728154,                 0,       1.411633092,   -0.001241159126,      0.0933483882
        241,              2.41,      -9.968622242,      -10.77104885,      -11.24043809,                 0,        1.41127489,   -0.001398189264,     0.09314300738
        242,              2.42,      -9.969571704,      -10.77139494,      -11.24302765,                 0,       1.410913584,   -0.001551182622,     0.09293842249
        243,              2.43,      -9.954705706,      -10.75790673,      -11.23143111,                 0,       1.410541482,   -0.001699603608,     0.09273459815
        244,              2.44,       -9.95159501,      -10.75738759,      -11.23180633,                 0,       1.410177066,   -0.001842703327,      0.0925314972
        245,              2.45,      -9.965668106,      -10.77079632,      -11.24813268,                 0,        1.40983239,   -0.001979494232,     0.09232913493
        246,              2.46,      -9.970403403,      -10.77463142,      -11.25478584,                 0,       1.409486605,   -0.002109472079,     0.09212753771
        247,              2.47,      -9.948792949,      -10.75360739,      -11.23835665,                 0,        1.40912411,   -0.002232256472,      0.0919266735
        248,              2.48,       -9.93953005,      -10.74818147,      -11.23355717,                 0,       1.408764983,   -0.002347398023,     0.09172648907
        249,              2.49,      -9.953920132,      -10.76283097,      -11.25230016,                 0,       1.408431903,   -0.002453649003,      0.0915269947
        250,               2.5,      -9.964345774,      -10.77238587,      -11.26491596,                 0,       1.408102454,   -0.002550537875,       0.091328236
        251,              2.51,      -9.936620083,      -10.74351781,      -11.24422513,                 0,        1.40775009,   -0.002637977961,     0.09113019153
        252,              2.52,      -9.919755561,      -10.73134466,      -11.23227754,                 0,       1.407393458,   -0.002715985041,     0.09093279024
        253,              2.53,      -9.932752762,      -10.74638228,      -11.25282502,                 0,       1.407068931,   -0.002782998119,     0.09073602921
        254,              2.54,       -9.94996857,      -10.76344215,      -11.27333732,                 0,       1.406756356,   -0.002838535063,     0.09053997377
        255,              2.55,       -9.91916332,      -10.72892455,       -11.2499576,                 0,       1.406415772,   -0.002882903306,     0.09034462289
        256,              2.56,      -9.893513086,       -10.7076083,      -11.22851514,                 0,        1.40605997,   -0.002916680683,     0.09014988932
        257,              2.57,      -9.903688464,      -10.72214581,      -11.24879438,                 0,        1.40574012,   -0.002937985395,     0.08995574646
        258,              2.58,       -9.92668144,      -10.74642283,      -11.27854596,                 0,       1.405444492,     -0.0029461748,     0.08976227463
        259,              2.59,      -9.898628599,       -10.7120974,      -11.25589836,                 0,       1.405118288,   -0.002942137895,     0.08956950413
        260,               2.6,      -9.863684544,      -10.67934215,      -11.22332097,                 0,         1.4047628,    -0.00292701505,     0.08937733901
        261,              2.61,      -9.870240236,      -10.69268951,      -11.23985529,                 0,       1.404442172,   -0.002898988327,     0.08918571868
        262,              2.62,      -9.895971885,      -10.72161072,      -11.27953437,                 0,       1.404162006,   -0.002856831975,     0.08899472726
        263,              2.63,      -9.877255381,      -10.69558416,      -11.26272495,                 0,       1.403854088,   -0.002801994969,     0.08880443523
        264,              2.64,      -9.833729955,      -10.65019614,      -11.21887291,                 0,       1.403500944,   -0.002736419454,     0.08861475222
        265,              2.65,      -9.835916039,      -10.66116519,      -11.22693177,                 0,       1.403173814,   -0.002658783015,     0.08842557701
        266,              2.66,      -9.860756127,      -10.69082659,       -11.2753602,                 0,       1.402905252,   -0.002566846249,     0.08823697994
        267,              2.67,        -9.8556864,      -10.68014636,      -11.27029851,                 0,       1.402619966,   -0.002462231579,      0.0880490744
        268,              2.68,      -9.806450644,      -10.62343983,      -11.21713176,                 0,       1.402274007,   -0.002347875583,     0.08786179522
        269,              2.69,      -9.802899989,      -10.62956113,      -11.21192447,                 0,        1.40193593,    -0.00222331956,     0.08767500159
        270,               2.7,      -9.824411222,      -10.65705066,      -11.26500807,                 0,       1.401671883,   -0.002085554782,     0.08748872876
        271,              2.71,      -9.832730482,      -10.66410373,      -11.27738198,                 0,       1.401411957,   -0.001935569001,     0.08730312593
        272,              2.72,      -9.783538178,      -10.60149074,      -11.21955335,                 0,       1.401084102,   -0.001777368228,     0.08711817487
        273,              2.73,      -9.772306136,      -10.59925828,      -11.19842377,                 0,       1.400738985,   -0.001611877972,     0.08693370671
        274,              2.74,      -9.789885398,      -10.62403983,       -11.2489877,                 0,       1.400474362,   -0.001435695789,     0.08674970139
        275,              2.75,      -9.806775341,      -10.64436606,      -11.28224172,                 0,       1.400243196,   -0.001248395261,      0.0865663259
        276,              2.76,      -9.765384219,      -10.58561049,      -11.22577033,                 0,        1.39993993,   -0.001054576786,     0.08638362591
        277,              2.77,      -9.744530893,      -10.57021724,       -11.1878209,                 0,       1.399586364,  -0.0008570517001,     0.08620142693
        278,              2.78,      -9.758711893,      -10.59368462,      -11.22701509,                 0,       1.399305327,  -0.0006527237169,     0.08601964007
        279,              2.79,      -9.777326488,      -10.61848944,      -11.28121722,                 0,       1.399091314,  -0.0004393902718,     0.08583842228
        280,               2.8,      -9.750562706,       -10.5754493,      -11.23484388,                 0,       1.398819286,  -0.0002209770083,     0.08565789071
        281,              2.81,      -9.719842774,      -10.54351804,      -11.18361901,                 0,        1.39847474,  -2.703445459e-06,     0.08547789661
        282,              2.82,      -9.731020312,      -10.56719338,      -11.20646548,                 0,       1.398190393,   0.0002174359235,     0.08529828196
        283,              2.83,      -9.745770766,      -10.58758719,        -11.274744,                 0,       1.398004211,   0.0004431145998,     0.08511916137
        284,              2.84,      -9.736223055,      -10.56779059,       -11.2470141,                 0,       1.397790921,   0.0006724231668,     0.08494071653
        285,              2.85,      -9.699366055,      -10.52082722,      -11.18574389,                 0,       1.397475081,   0.0008981561169,     0.08476285646
        286,              2.86,       -9.70632537,      -10.54290098,      -11.18657981,                 0,       1.397167435,    0.001120326016,      0.0845853676
        287,              2.87,      -9.715734423,      -10.55667235,      -11.25771775,                 0,       1.396975273,     0.00134327287,     0.08440829139
        288,              2.88,      -9.719353374,      -10.55851221,      -11.25807877,                 0,       1.396797974,    0.001567982485,     0.08423184978
        289,              2.89,      -9.682961797,      -10.50379528,      -11.18997194,                 0,       1.396510154,    0.001786608187,     0.08405603792
        290,               2.9,      -9.682568579,      -10.51746742,      -11.16959504,                 0,       1.396182663,    0.001996212156,      0.0838806176
        291,              2.91,      -9.688406847,      -10.52868819,      -11.23046699,                 0,       1.395968604,    0.002201013898,     0.08370553558
        292,              2.92,      -9.696422375,      -10.54044929,      -11.26389108,                 0,       1.395818487,    0.002404842216,     0.08353101777
        293,              2.93,      -9.669455887,      -10.49284929,      -11.19662346,                 0,       1.395571045,    0.002601352163,     0.08335716073
        294,              2.94,      -9.659250408,      -10.49070494,      -11.15926391,                 0,       1.395236131,    0.002783992904,     0.08318374374
        295,              2.95,       -9.66427881,      -10.50567403,      -11.19967105,                 0,       1.394988028,    0.002955859035,     0.08301061357
        296,              2.96,      -9.668085139,      -10.51275165,      -11.26138354,                 0,       1.394849585,    0.003122983541,     0.08283795602
        297,              2.97,      -9.656579819,      -10.48633589,      -11.20618837,                 0,       1.394649258,    0.003282589923,     0.08266596528
        298,              2.98,      -9.636801366,      -10.46398471,      -11.15458351,                 0,       1.394323376,    0.003425110032,     0.08249448527
        299,              2.99,      -9.641609953,      -10.48472728,       -11.1689693,                 0,       1.394035398,    0.003551217449,     0.08232327745
        300,                 3,      -9.637287505,      -10.48007973,      -11.24367203,                 0,       1.393888797,    0.003667962695,     0.08215244228
        301,              3.01,        -9.6392594,      -10.47720612,      -11.21582365,                 0,       1.393735275,     0.00377700117,     0.08198224477
        302,              3.02,      -9.615866894,      -10.44018378,       -11.1534365,                 0,       1.393439892,    0.003868139934,     0.08181263708
        303,              3.03,      -9.617823309,       -10.4612221,      -11.14390117,                 0,       1.393120859,    0.003937994191,     0.08164333313
        304,              3.04,      -9.607470616,      -10.44926772,       -11.2119961,                 0,       1.392949559,    0.003993503797,      0.0814743133
        305,              3.05,      -9.613534669,      -10.45735868,      -11.22274678,                 0,       1.392837909,    0.004040621253,     0.08130586633
        306,              3.06,      -9.596477009,      -10.42180358,      -11.15402964,                 0,       1.392591723,    0.004071591416,     0.08113807985
        307,              3.07,      -9.591256886,      -10.43173127,      -11.12483824,                 0,       1.392251563,    0.004078223249,     0.08097067557
        308,              3.08,      -9.580059939,      -10.42375538,      -11.17026561,                 0,       1.392032059,    0.004065702901,     0.08080349832
        309,              3.09,      -9.579256721,       -10.4240362,       -11.2193367,                 0,       1.391937097,    0.004043239078,     0.08063679806
        310,               3.1,       -9.57610244,      -10.40732403,      -11.15509025,                 0,       1.391749293,    0.004008032859,     0.08047079962
        311,              3.11,      -9.562079365,      -10.39715342,      -11.11139835,                 0,       1.391410471,    0.003948374826,     0.08030529959
        312,              3.12,      -9.553158414,      -10.40066217,      -11.12674011,                 0,       1.391131904,    0.003865509504,     0.08014002074
        313,              3.13,      -9.540423036,      -10.38311288,      -11.19708547,                 0,       1.391026361,    0.003770390016,     0.07997510706
        314,              3.14,      -9.549380129,      -10.38892773,      -11.15598015,                 0,       1.390900074,    0.003666428965,       0.079810888
        315,              3.15,      -9.532140808,      -10.36280034,      -11.10204856,                 0,       1.390591511,    0.003541609631,     0.07964730068
        316,              3.16,      -9.523419844,      -10.37334475,      -11.08958574,                 0,       1.390257145,    0.003391234694,      0.0794839938
        317,              3.17,      -9.502074267,      -10.34408018,       -11.1532858,                 0,       1.390109882,    0.003225757615,     0.07932094748
        318,              3.18,      -9.511782859,      -10.35697981,      -11.15405636,                 0,       1.390033861,    0.003054761502,      0.0791585279
        319,              3.19,      -9.502204382,      -10.33317007,      -11.09236331,                 0,       1.389784847,    0.002869617896,     0.07899685833
        320,               3.2,      -9.488301463,      -10.33576214,      -11.06157411,                 0,       1.389414947,    0.002659372383,     0.07883559467
        321,              3.21,      -9.465993678,      -10.31109937,      -11.09610439,                 0,       1.389197021,    0.002430801165,     0.07867452365
        322,              3.22,       -9.46409666,      -10.30920819,      -11.14117345,                 0,         1.3891437,    0.002198756587,     0.07851395178
        323,              3.23,      -9.469163144,      -10.30611349,      -11.08001535,                 0,       1.388977157,    0.001961025139,     0.07835419227
        324,              3.24,      -9.448727114,      -10.28967973,       -11.0418076,                 0,       1.388615089,    0.001703188168,     0.07819501312
        325,              3.25,      -9.429684056,      -10.28004492,      -11.04253944,                 0,       1.388324937,    0.001424534846,     0.07803602877
        326,              3.26,      -9.412890717,      -10.25538669,      -11.10713367,                 0,       1.388267021,    0.001142640788,     0.07787737925
        327,              3.27,       -9.42699204,      -10.27135731,      -11.06631465,                 0,       1.388203229,     0.00086350099,     0.07771951231
        328,              3.28,      -9.407981893,       -10.2437692,      -11.02281436,                 0,       1.387897939,   0.0005735538922,     0.07756240846
        329,              3.29,      -9.388752747,      -10.24162172,      -10.99732766,                 0,         1.3875273,   0.0002627219454,     0.07740559224
        330,               3.3,      -9.364226106,      -10.20708607,      -11.04550061,                 0,       1.387398256,  -5.342204644e-05,     0.07724894846
        331,              3.31,      -9.372627545,      -10.22023754,      -11.05023619,                 0,        1.38740011,  -0.0003596943375,     0.07709294206
        332,              3.32,      -9.366346387,       -10.2036735,      -10.99668662,                 0,        1.38718915,  -0.0006646899359,     0.07693782914
        333,              3.33,      -9.341047824,       -10.1897729,       -10.9630833,                 0,       1.386775295,  -0.0009858201119,     0.07678318766
        334,              3.34,       -9.31759451,      -10.16502756,      -10.97244207,                 0,       1.386530365,   -0.001316387541,     0.07662861772
        335,              3.35,      -9.310169212,      -10.15505737,      -11.02125754,                 0,       1.386561596,   -0.001633012392,     0.07647444171
        336,              3.36,      -9.318477997,      -10.16210945,      -10.96521122,                 0,       1.386510405,   -0.001935854763,     0.07632117467
        337,              3.37,      -9.290164026,      -10.13111141,      -10.93486521,                 0,       1.386152856,   -0.002244091451,     0.07616862018
        338,              3.38,      -9.269052394,      -10.12113668,      -10.91228011,                 0,       1.385810316,   -0.002565499104,     0.07601616352
        339,              3.39,      -9.249387413,      -10.09214842,      -10.96428627,                 0,       1.385804898,   -0.002873313279,     0.07586381765
        340,               3.4,      -9.259726727,       -10.1087567,      -10.93375893,                 0,       1.385880246,   -0.003156341582,     0.07571222583
        341,              3.41,      -9.240167293,      -10.07881653,      -10.89657431,                 0,       1.385628161,   -0.003429921708,     0.07556156221
        342,              3.42,      -9.214402672,       -10.0653659,      -10.86230549,                 0,       1.385185517,   -0.003715650544,      0.0754111788
        343,              3.43,      -9.193197598,      -10.03805377,      -10.88276548,                 0,       1.385041534,   -0.003994367754,     0.07526067542
        344,              3.44,      -9.191567218,      -10.03933641,      -10.90193024,                 0,       1.385185467,   -0.004240680922,     0.07511060264
        345,              3.45,      -9.188366194,      -10.03167613,      -10.84885013,                 0,       1.385105369,   -0.004461571287,     0.07496154786
        346,              3.46,      -9.155767185,      -10.00027342,      -10.82236295,                 0,       1.384645803,   -0.004685244593,     0.07481309078
        347,              3.47,      -9.137117892,       -9.98697785,      -10.80313953,                 0,       1.384308673,   -0.004912397009,     0.07466445443
        348,              3.48,      -9.122246069,      -9.966288018,      -10.84965817,                 0,       1.384418488,   -0.005106387148,     0.07451583142
        349,              3.49,       -9.12724757,      -9.976995419,      -10.80212774,                 0,       1.384534888,   -0.005260699691,     0.07436809874
        350,               3.5,      -9.097830736,      -9.938377001,      -10.77746574,                 0,       1.384177856,   -0.005401647906,     0.07422132255
        351,              3.51,      -9.075195172,      -9.926655341,      -10.74020567,                 0,       1.383658305,   -0.005553172956,     0.07407457013
        352,              3.52,       -9.05690208,      -9.900976033,      -10.76714799,                 0,       1.383602971,   -0.005681410385,     0.07392746185
        353,              3.53,      -9.054610166,      -9.904945726,      -10.76013349,                 0,        1.38386163,    -0.00575984476,     0.07378086658
        354,              3.54,       -9.03959844,         -9.882931,      -10.71672575,                 0,       1.383732733,     -0.0058053846,     0.07363547658
        355,              3.55,      -9.007699988,      -9.854316874,      -10.69002852,                 0,        1.38314488,   -0.005858116094,     0.07349057692
        356,              3.56,      -8.992364309,      -9.840753496,      -10.67609879,                 0,       1.382828172,   -0.005907092647,     0.07334518321
        357,              3.57,      -8.977976408,      -9.824075929,      -10.70811084,                 0,       1.383104261,   -0.005905593119,     0.07319974932
        358,              3.58,      -8.974357716,       -9.82410116,      -10.65372542,                 0,       1.383281308,   -0.005852242432,       0.073055491
        359,              3.59,      -8.940674602,      -9.782625803,      -10.63674651,                 0,       1.382788194,   -0.005790837441,     0.07291232999
        360,               3.6,      -8.922540389,      -9.773811442,      -10.59954897,                 0,       1.382184335,      -0.005744555,     0.07276893424
        361,              3.61,      -8.904946195,      -9.749396688,      -10.62685192,                 0,       1.382276152,   -0.005663041039,     0.07262495825
        362,              3.62,      -8.897993039,      -9.749768446,      -10.59956631,                 0,       1.382716895,   -0.005516192527,     0.07248174149
        363,              3.63,      -8.875575481,      -9.718913103,      -10.56604321,                 0,       1.382523278,   -0.005337678228,     0.07234013419
        364,              3.64,      -8.846985598,      -9.694840407,      -10.53906273,                 0,        1.38173763,   -0.005181101562,     0.07219898607
        365,              3.65,      -8.833563436,      -9.681150487,      -10.52892288,                 0,       1.381443249,   -0.005020537937,     0.07205700561
        366,              3.66,      -8.816273001,      -9.664052888,      -10.54432656,                 0,         1.3819529,   -0.004794573587,     0.07191503561
        367,              3.67,      -8.805389797,      -9.654645855,      -10.49020093,                 0,       1.382199273,   -0.004509579391,     0.07177479539
        368,              3.68,      -8.771417744,      -9.614516308,      -10.47853312,                 0,       1.381479423,   -0.004235251276,      0.0716359781
        369,              3.69,      -8.756482095,      -9.607478124,       -10.4413331,                 0,       1.380716138,   -0.003991440708,     0.07149663819
        370,               3.7,      -8.736594394,      -9.581635756,        -10.463956,                 0,       1.380996818,   -0.003705173918,     0.07135647695
        371,              3.71,      -8.723868957,      -9.576026592,      -10.42380475,                 0,       1.381670308,   -0.003338626131,     0.07121754232
        372,              3.72,      -8.697741939,      -9.541335232,      -10.39919161,                 0,        1.38133811,   -0.002952994934,     0.07108090623
        373,              3.73,      -8.671871219,      -9.520720011,       -10.3703904,                 0,       1.380233768,    -0.00261871818,      0.0709447307
        374,              3.74,       -8.65744239,      -9.504778854,      -10.36055495,                 0,       1.379961542,   -0.002289069838,     0.07080722713
        375,              3.75,      -8.634911099,      -9.483672407,       -10.3606958,                 0,       1.380817445,   -0.001878049808,     0.07066982131
        376,              3.76,      -8.619018243,      -9.467875082,      -10.30990165,                 0,       1.381152747,   -0.001405084459,     0.07053500848
        377,              3.77,      -8.585565236,      -9.429853313,       -10.3007103,                 0,       1.380066138,   -0.000977792796,     0.07040211586
        378,              3.78,      -8.570876008,      -9.421866953,      -10.26184224,                 0,       1.379049882,  -0.0006114984288,     0.07026819012
        379,              3.79,      -8.546194817,      -9.391885067,      -10.27657804,                 0,       1.379630499,  -0.0001974731533,     0.07013294276
        380,               3.8,      -8.528007375,      -9.379848417,      -10.22897525,                 0,       1.380705865,   0.0003168883361,     0.06999954235
        381,              3.81,      -8.500572388,      -9.344585498,      -10.21025821,                 0,       1.380190476,   0.0008269808663,     0.06986946021
        382,              3.82,      -8.475085967,      -9.324422527,      -10.17884126,                 0,       1.378590111,    0.001235158728,     0.06973973208
        383,              3.83,      -8.457438963,      -9.304912261,      -10.16657394,                 0,       1.378369235,    0.001619921829,     0.06960765019
        384,              3.84,      -8.429256985,      -9.278083939,      -10.15448282,                 0,        1.37983998,    0.002112133665,     0.06947552768
        385,              3.85,      -8.410751196,      -9.259250107,      -10.10697357,                 0,        1.38039376,    0.002672551585,     0.06934721602
        386,              3.86,      -8.377443641,      -9.222397966,      -10.09805909,                 0,         1.3787429,     0.00313158735,     0.06922151214
        387,              3.87,       -8.36064869,      -9.211531855,      -10.05736386,                 0,       1.377318461,    0.003476194913,     0.06909368332
        388,              3.88,      -8.331284873,      -9.177221323,       -10.0634296,                 0,        1.37844948,    0.003881234758,     0.06896330938
        389,              3.89,      -8.309138622,      -9.160292269,      -10.01252333,                 0,       1.380244927,    0.004426499753,     0.06883548258
        390,               3.9,      -8.281574106,      -9.126288572,      -9.997025758,                 0,       1.379419028,     0.00493577141,     0.06871252478
        391,              3.91,      -8.254070048,      -9.103709391,      -9.962835614,                 0,       1.376919314,     0.00525888383,     0.06858956548
        392,              3.92,      -8.232758488,      -9.080433445,      -9.945729691,                 0,        1.37673824,    0.005531095368,     0.06846212071
        393,              3.93,      -8.200006795,      -9.048456649,      -9.926019683,                 0,       1.379274067,    0.005967507827,     0.06833394671
        394,              3.94,      -8.179997385,      -9.028588426,      -9.881123011,                 0,       1.380218424,    0.006496728035,     0.06821146103
        395,              3.95,      -8.145346171,      -8.991175406,      -9.871191877,                 0,       1.377517266,    0.006836534367,     0.06809275425
        396,              3.96,      -8.124563436,      -8.975504572,      -9.826392319,                 0,        1.37525784,    0.006973373364,     0.06796983896
        397,              3.97,      -8.091559054,      -8.937750447,      -9.824595742,                 0,       1.377289298,    0.007204715704,     0.06784177935
        398,              3.98,      -8.065661114,       -8.91642108,      -9.772980498,                 0,       1.380412627,    0.007669749543,     0.06771717698
        399,              3.99,      -8.037513879,      -8.883528361,      -9.758071715,                 0,       1.379072272,    0.008058288008,      0.0676003355
        400,                 4,      -8.005621346,      -8.855728618,      -9.719629028,                 0,       1.374862127,    0.008121326501,     0.06748310433
        401,              4.01,       -7.98114981,      -8.830127677,      -9.694500412,                 0,       1.374607634,     0.00808315378,     0.06735734862
        402,              4.02,      -7.944370986,      -8.793586994,      -9.672309963,                 0,       1.379104569,    0.008346665168,      0.0672291604
        403,              4.03,        -7.9223509,      -8.773514261,      -9.624392994,                 0,       1.380925383,    0.008764459568,     0.06711015676
        404,              4.04,      -7.885163461,      -8.733761474,      -9.612317752,                 0,       1.376333531,     0.00886880924,     0.06699784222
        405,              4.05,      -7.859786428,      -8.713066078,      -9.560731012,                 0,       1.372253181,    0.008580680114,     0.06687795758
        406,              4.06,      -7.824976801,      -8.673564497,      -9.554962413,                 0,       1.375787557,    0.008490359796,     0.06674767637
        407,              4.07,      -7.794916584,      -8.648063107,      -9.501415596,                 0,        1.38162092,     0.00881142949,     0.06662217049
        408,              4.08,      -7.766285129,       -8.61577788,      -9.482261239,                 0,       1.379700689,    0.009067710583,     0.06651076221
        409,              4.09,      -7.729695955,      -8.581894235,      -9.448657224,                 0,        1.37204206,    0.008686967207,     0.06639973756
        410,               4.1,      -7.703947907,      -8.555134358,      -9.413485159,                 0,       1.371096107,    0.008158898364,     0.06627277926
        411,              4.11,       -7.66449518,      -8.514898305,      -9.393340009,                 0,       1.379304639,    0.008139610666,     0.06613924973
        412,              4.12,      -7.640606246,      -8.493211484,       -9.34161637,                 0,       1.383564305,    0.008551217053,     0.06602177736
        413,              4.13,      -7.602012474,      -8.451411938,       -9.33580834,                 0,       1.375566665,    0.008338033445,     0.06591861412
        414,              4.14,      -7.573365979,      -8.427008566,      -9.277410011,                 0,       1.367353395,    0.007470601314,     0.06580300254
        415,              4.15,      -7.539174318,      -8.388600619,      -9.267066775,                 0,       1.373136369,    0.006841367372,     0.06566623319
        416,              4.16,      -7.505659398,       -8.35867687,      -9.218521689,                 0,        1.38485294,     0.00718019873,     0.06553576629
        417,              4.17,      -7.477400772,      -8.327817454,      -9.196196662,                 0,       1.382572643,    0.007368157095,     0.06543296345
        418,              4.18,      -7.437760809,      -8.289656812,      -9.161656758,                 0,       1.368066695,    0.006526914286,     0.06533472566
        419,              4.19,      -7.412016334,      -8.264064894,      -9.119935212,                 0,       1.364587778,    0.005170020397,     0.06520685207
        420,               4.2,      -7.371342027,      -8.221545834,      -9.105923716,                 0,       1.379918895,    0.004974997413,     0.06506257741
        421,              4.21,       -7.34539776,       -8.19860258,       -9.05060351,                 0,       1.389904628,    0.005551826471,     0.06494703451
        422,              4.22,      -7.306808819,      -8.156505957,      -9.040642314,                 0,       1.376048881,    0.005280879725,      0.0648632394
        423,              4.23,      -7.275071473,        -8.1287184,      -8.984596015,                 0,       1.358471267,    0.003460332993,     0.06476023669
        424,              4.24,      -7.242061664,      -8.092051561,      -8.970251412,                 0,       1.367494286,    0.002250508118,     0.06461368447
        425,              4.25,      -7.205016615,      -8.057962521,      -8.923859178,                 0,        1.39120442,    0.002718008001,     0.06447302393
        426,              4.26,      -7.177139166,      -8.028551499,      -8.892868145,                 0,       1.390365729,    0.003468257757,     0.06438717674
        427,              4.27,      -7.135360386,       -7.98676945,      -8.867548945,                 0,       1.362099894,    0.001963064002,     0.06431873353
        428,              4.28,      -7.108840038,      -7.961599736,      -8.817805291,                 0,       1.351446067,  -0.0004075269982,     0.06419499561
        429,              4.29,      -7.067614976,      -7.917843018,      -8.804056472,                 0,       1.379678151,  -0.0009823624255,     0.06403024443
        430,               4.3,      -7.038801289,      -7.892518236,      -8.746572013,                 0,       1.403886581,   0.0006588159511,     0.06391500714
        431,              4.31,      -7.001693619,      -7.851604542,        -8.7373925,                 0,       1.380374049,   0.0005428155313,     0.06387021102
        432,              4.32,      -6.966731979,      -7.820429846,      -8.680862042,                 0,       1.342433704,   -0.002309449107,     0.06379901192
        433,              4.33,      -6.934983716,      -7.785837896,      -8.658867058,                 0,       1.353970699,   -0.004871422139,     0.06363644028
        434,              4.34,      -6.894474651,      -7.746936603,      -8.621772769,                 0,       1.403078546,   -0.003458155713,     0.06346890082
        435,              4.35,      -6.867586364,      -7.719687676,      -8.582499325,                 0,       1.409586799,   -0.001474355449,     0.06340879065
        436,              4.36,      -6.824996522,      -7.675964333,      -8.560147894,                 0,       1.354980417,   -0.003101021945,     0.06340158738
        437,              4.37,      -6.797143261,      -7.650548264,      -8.505430252,                 0,       1.324032597,     -0.0077827709,     0.06329236738
        438,              4.38,      -6.756195551,      -7.606386837,      -8.495957787,                 0,       1.375478318,   -0.008507130025,     0.06308129722
        439,              4.39,      -6.724432578,      -7.578309844,      -8.435379825,                 0,       1.432791987,   -0.005040545122,     0.06294897097
        440,               4.4,      -6.690230278,      -7.540580002,      -8.420792968,                 0,       1.396425524,   -0.003328224865,     0.06297118713
        441,              4.41,      -6.652248066,       -7.50540417,      -8.373190736,                 0,       1.313348094,   -0.008457364638,     0.06296816146
        442,              4.42,      -6.622132409,      -7.473605512,       -8.34387385,                 0,       1.322323579,    -0.01298572537,     0.06277431054
        443,              4.43,      -6.579262435,      -7.431176187,      -8.310620131,                 0,       1.421976472,    -0.01068786938,     0.06253230924
        444,              4.44,      -6.552970428,      -7.405742422,      -8.263625586,                 0,       1.454535454,   -0.004590309841,     0.06249555143
        445,              4.45,      -6.511292608,      -7.361715918,      -8.250619407,                 0,       1.349698888,   -0.006577494487,     0.06260305706
        446,              4.46,      -6.481452532,       -7.33522139,      -8.190939152,                 0,       1.268464262,     -0.0145986079,     0.06253046859
        447,              4.47,       -6.44197044,      -7.292324855,      -8.178256241,                 0,       1.356651717,    -0.01741078023,      0.0622152232
        448,              4.48,      -6.407202666,      -7.260774394,      -8.122802814,                 0,       1.489951404,   -0.008930490541,     0.06200924335
        449,              4.49,      -6.376490775,      -7.227187452,      -8.104087086,                 0,       1.440767688,   -0.003972835109,     0.06213489176
        450,               4.5,      -6.336277012,      -7.188930284,      -8.060961494,                 0,       1.264364188,     -0.0112797355,     0.06227328514
        451,              4.51,      -6.306948829,      -7.159203629,       -8.02285426,                 0,       1.248126014,    -0.02216970075,     0.06202490551
        452,              4.52,      -6.263892233,      -7.115059029,      -8.000807691,                 0,       1.448044199,     -0.0171693365,     0.06160238662
        453,              4.53,       -6.23710024,      -7.090242293,      -7.946748773,                 0,       1.550968293,   -0.004389829785,      0.0615583682
        454,              4.54,      -6.197783692,      -7.047884933,      -7.934854726,                 0,        1.35946407,   -0.003493580602,     0.06187830765
        455,              4.55,      -6.165550214,      -7.019404979,      -7.876885982,                 0,       1.156659236,    -0.02054217478,     0.06190436211
        456,              4.56,      -6.129165525,      -6.979547322,      -7.863266177,                 0,       1.300300047,    -0.02658365943,     0.06137999392
        457,              4.57,       -6.09286566,      -6.945889398,      -7.810372317,                 0,       1.594543836,    -0.01164430576,     0.06097226498
        458,              4.58,      -6.064601988,       -6.91582764,      -7.784840919,                 0,       1.551382812,    0.004216322132,     0.06125173223
        459,              4.59,      -6.023725022,      -6.875523226,      -7.754207674,                 0,       1.184359117,   -0.009400202144,     0.06168830021
        460,               4.6,      -5.994412379,      -6.847082714,      -7.708320852,                 0,       1.088166473,    -0.03054882248,     0.06137129597
        461,              4.61,       -5.95341718,      -6.803919715,        -7.6888212,                 0,        1.47216731,    -0.02610346882,     0.06056851928
        462,              4.62,      -5.926526848,      -6.779634362,      -7.634171858,                 0,       1.750003864,    0.004219472906,     0.06043804609
