"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         247,      -5.497538716,      -5.309849087,      -6.057911924,        -4.8924249,      -6.762865293
          0,           0,         248,      -5.502380176,      -5.315562616,      -6.061146623,      -4.897783309,      -6.764100994
          0,           0,         249,      -5.503774981,      -5.321050778,      -6.063576203,      -4.899486273,      -6.765318644
          0,           0,         250,      -5.500981661,      -5.326193535,      -6.065040237,      -4.896687461,      -6.766513098
          0,           0,         251,      -5.494640563,      -5.331066487,      -6.066344937,      -4.890140343,      -6.767676073
          0,           0,         252,      -5.482917674,      -5.335347067,      -6.065818037,      -4.877766248,      -6.768792868
          0,           0,         253,      -5.466294304,      -5.339023562,      -6.063230123,      -4.860108909,      -6.769839614
          0,           0,         254,      -5.445480715,      -5.342094903,      -6.058240691,      -4.837999599,      -6.770831669
          0,           0,         255,      -5.421413483,      -5.344638403,      -6.050907175,      -4.812511709,      -6.771748131
          0,           0,         256,      -5.393541025,      -5.346292073,      -6.039377668,      -4.783041431,      -6.772605908
          0,           0,         257,      -5.365762487,      -5.347362312,      -6.026309343,      -4.753719581,      -6.773395494
          0,           0,         258,      -5.337262635,      -5.347814054,      -6.010272559,       -4.72364611,      -6.774103899
          0,           0,         259,      -5.310267998,      -5.347969319,      -5.994557246,      -4.695134057,      -6.774697152
          0,           0,         260,      -5.286314974,      -5.348322435,       -5.98110695,      -4.669866332,      -6.775195459
          0,           0,         261,      -5.265016069,      -5.348257154,      -5.967830901,      -4.647389094,      -6.775609697
          0,           0,         262,      -5.245893151,      -5.347734417,      -5.953743677,      -4.627159638,      -6.775952205
          0,           0,         263,      -5.228714262,      -5.346639342,      -5.939285891,      -4.608947363,      -6.776238323
          0,           0,         264,      -5.214911689,      -5.345506114,       -5.92596509,      -4.594154926,      -6.776483666
          0,           0,         265,      -5.204557178,      -5.344972918,      -5.914574032,      -4.582895155,      -6.776703403
          0,           0,         266,      -5.198586288,      -5.346226613,      -5.907056105,      -4.576176778,      -6.776913097
          0,           0,         267,      -5.195644475,      -5.349408712,      -5.903906387,       -4.57267272,      -6.777126869
          0,           0,         268,      -5.194253741,      -5.354026013,      -5.903655366,      -4.570810822,      -6.777354748
          0,           0,         269,      -5.194460268,      -5.360264365,      -5.905961339,      -4.570635962,      -6.777605597
          0,           0,         270,      -5.195842927,      -5.367984246,      -5.910101808,      -4.571761224,      -6.777882957
          0,           0,         271,      -5.197976154,      -5.376710807,      -5.915794752,      -4.573746682,      -6.778190844
          0,           0,         272,      -5.200293292,      -5.385574569,      -5.922512644,      -4.575974531,      -6.778525829
          0,           0,         273,      -5.203586772,      -5.394030931,      -5.930360483,      -4.579196358,      -6.778882264
          0,           0,         274,      -5.209184616,      -5.401789182,      -5.939220027,      -4.584796587,      -6.779262346
          0,           0,         275,      -5.214841133,      -5.407699342,      -5.947645085,       -4.59032185,      -6.779666585
