"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         327,      -6.034533332,      -3.955359244,       -5.11121912,      -2.262304554
          0,           0,         328,      -6.038775219,        -3.9606465,      -5.117297554,      -2.258582034
          0,           0,         329,      -6.041693526,      -3.964619648,      -5.124397342,      -2.271693541
          0,           0,         330,       -6.04446586,      -3.968492742,      -5.129499749,      -2.266873471
          0,           0,         331,      -6.048512585,      -3.973568126,      -5.138022748,      -2.280245407
          0,           0,         332,      -6.051694146,      -3.977837881,      -5.143148802,      -2.276243223
          0,           0,         333,      -6.054727341,      -3.981935188,      -5.151034907,      -2.289047707
          0,           0,         334,      -6.058883712,      -3.987156134,      -5.157123011,      -2.285271561
          0,           0,         335,      -6.061758719,      -3.991097569,      -5.164550147,      -2.298517701
          0,           0,         336,      -6.064953621,      -3.995384503,      -5.170220264,      -2.293978015
          0,           0,         337,       -6.06799266,      -3.999486892,      -5.178282322,      -2.307073459
          0,           0,         338,      -6.071295665,      -4.003876285,      -5.183643098,      -2.302943148
          0,           0,         339,      -6.074425986,      -4.008068496,      -5.191993786,      -2.316071532
          0,           0,         340,      -6.078638552,      -4.013341211,      -5.198260938,      -2.312448839
          0,           0,         341,       -6.08157086,      -4.017331922,      -5.206159058,       -2.32588849
          0,           0,         342,      -6.084799954,      -4.021640224,       -5.21188069,      -2.321527828
          0,           0,         343,      -6.087872966,      -4.025765529,      -5.220319916,      -2.334706849
          0,           0,         344,      -6.092036294,      -4.030979818,      -5.226537007,      -2.331050198
          0,           0,         345,      -6.094960367,      -4.034949968,      -5.235001313,      -2.344391212
          0,           0,         346,      -6.099007216,      -4.040042934,      -5.241175724,      -2.340544733
          0,           0,         347,      -6.101841358,      -4.043915042,      -5.249444526,      -2.353789892
          0,           0,         348,      -6.104998779,      -4.048124745,      -5.255222126,       -2.34939796
          0,           0,         349,      -6.108033008,      -4.052186029,      -5.264092758,      -2.362469329
          0,           0,         350,      -6.112161222,      -4.057338162,      -5.270272694,      -2.358861789
          0,           0,         351,      -6.115077978,      -4.061272353,      -5.279057812,      -2.372120917
          0,           0,         352,      -6.118284552,      -4.065504132,       -5.28463077,      -2.367889183
          0,           0,         353,      -6.121364648,      -4.069588157,      -5.293692435,      -2.380927088
          0,           0,         354,      -6.124711435,      -4.073944483,      -5.299618625,      -2.376922017
          0,           0,         355,      -6.128715199,      -4.078928771,      -5.309410363,      -2.390522221
          0,           0,         356,      -6.131890425,      -4.083096677,      -5.314652274,      -2.386633389
          0,           0,         357,      -6.134961801,      -4.087146645,      -5.324175578,      -2.399511443
          0,           0,         358,      -6.139117586,      -4.092271161,      -5.330585554,      -2.395891277
          0,           0,         359,      -6.142069558,      -4.096181865,      -5.339587242,      -2.409089787
          0,           0,         360,      -6.145327543,      -4.100401621,      -5.345430782,       -2.40480303
          0,           0,         361,       -6.14845768,      -4.104475767,      -5.354968073,      -2.417774604
          0,           0,         362,      -6.152657504,      -4.109610812,      -5.361163058,      -2.414168473
          0,           0,         363,      -6.155669169,      -4.113548683,      -5.370738668,       -2.42728822
          0,           0,         364,       -6.15977929,      -4.118577076,      -5.376929056,      -2.423521069
          0,           0,         365,      -6.162721945,      -4.122425967,      -5.386302288,      -2.436540291
          0,           0,         366,      -6.166804606,       -4.12740973,      -5.392688926,      -2.432700624
          0,           0,         367,      -6.169725774,      -4.131217686,       -5.40228555,      -2.445650091
          0,           0,         368,      -6.173778129,      -4.136148167,       -5.40829771,      -2.441834006
          0,           0,         369,      -6.176706091,        -4.1399458,      -5.418171247,      -2.454718047
          0,           0,         370,      -6.179958574,      -4.144056874,      -5.423613233,      -2.450474353
          0,           0,         371,      -6.183113236,      -4.148061826,      -5.433586652,      -2.463260315
          0,           0,         372,      -6.187361134,      -4.153149637,      -5.439813994,      -2.459696208
          0,           0,         373,      -6.190422814,      -4.157037941,       -5.44969229,      -2.472696648
          0,           0,         374,      -6.194587121,      -4.162016593,      -5.455610168,      -2.469024671
          0,           0,         375,        -6.1976183,      -4.165854759,      -5.465874166,      -2.481947928
          0,           0,         376,      -6.200965443,      -4.169991087,      -5.471227778,      -2.477823255
          0,           0,         377,      -6.204202894,      -4.174014506,      -5.481536144,      -2.490592147
          0,           0,         378,       -6.20852291,      -4.179106719,        -5.4875878,      -2.487105981
          0,           0,         379,       -6.21165968,      -4.183003444,      -5.497785386,      -2.500045608
          0,           0,         380,      -6.215891743,      -4.187979398,      -5.503518973,      -2.496452683
          0,           0,         381,      -6.218994604,       -4.19182081,      -5.514104753,      -2.509327893
          0,           0,         382,      -6.222415954,      -4.195955921,      -5.519280671,      -2.505293129
          0,           0,         383,      -6.225721802,      -4.199978163,      -5.529876086,      -2.518016146
          0,           0,         384,      -6.230105732,      -4.205061014,      -5.535682706,      -2.514625886
          0,           0,         385,      -6.233311656,       -4.20895544,      -5.546176711,      -2.527501681
          0,           0,         386,      -6.237609253,      -4.213921333,      -5.551678316,      -2.524016174
          0,           0,         387,        -6.2407822,      -4.217759901,      -5.562573166,      -2.536840457
          0,           0,         388,      -6.244278489,      -4.221889681,      -5.567531115,      -2.532919963
          0,           0,         389,      -6.247653294,       -4.22590714,      -5.578397573,      -2.545588213
          0,           0,         390,      -6.251320086,      -4.230184756,      -5.583458184,      -2.541905723
          0,           0,         391,      -6.254817446,       -4.23430154,        -5.5944842,      -2.554635837
          0,           0,         392,      -6.259345249,      -4.239420716,       -5.59963274,      -2.551477289
          0,           0,         393,      -6.262705633,      -4.243372374,      -5.610818204,      -2.564349946
          0,           0,         394,      -6.266364681,      -4.247581857,       -5.61563596,      -2.560635939
          0,           0,         395,      -6.270639567,      -4.252434853,       -5.62731552,      -2.573765643
          0,           0,         396,       -6.27420876,      -4.256524601,      -5.631852604,      -2.570228532
          0,           0,         397,      -6.277650311,      -4.260505363,      -5.643223155,      -2.582729102
          0,           0,         398,        -6.2821566,      -4.265518876,        -5.6480437,      -2.579577235
          0,           0,         399,      -6.285524646,        -4.2693983,      -5.659414248,      -2.592259878
          0,           0,         400,      -6.289215739,      -4.273552476,      -5.663851493,      -2.588578827
          0,           0,         401,      -6.293521361,      -4.278360309,      -5.675674291,      -2.601558459
          0,           0,         402,      -6.297147227,      -4.282419047,      -5.679860705,        -2.5981146
          0,           0,         403,      -6.300644661,      -4.286376331,      -5.691449604,      -2.610512413
          0,           0,         404,      -6.305210819,      -4.291365844,       -5.69586337,      -2.607474286
          0,           0,         405,      -6.308644463,       -4.29523125,      -5.707469828,      -2.620053091
          0,           0,         406,      -6.312410898,       -4.29937311,      -5.711559881,      -2.616494693
          0,           0,         407,      -6.316777813,       -4.30416656,      -5.723545493,      -2.629365368
          0,           0,         408,      -6.320483778,      -4.308217372,      -5.727370058,      -2.626031026
          0,           0,         409,      -6.324053843,      -4.312168025,      -5.739168199,      -2.638323272
          0,           0,         410,      -6.328693171,      -4.317146771,      -5.743138258,      -2.635387097
          0,           0,         411,      -6.332201913,      -4.321007941,      -5.754948739,      -2.647849324
          0,           0,         412,      -6.336051547,      -4.325145467,      -5.758644447,      -2.644398409
          0,           0,         413,      -6.340485393,      -4.329930999,      -5.770754371,      -2.657147917
          0,           0,         414,      -6.344276399,      -4.333979278,      -5.774166303,      -2.653911474
          0,           0,         415,      -6.347525835,      -4.337516623,      -5.785905816,      -2.665857817
          0,           0,         416,      -6.352354507,      -4.342607348,       -5.78952119,      -2.663046886
          0,           0,         417,      -6.356022225,      -4.346552743,      -5.801430667,      -2.675437529
          0,           0,         418,      -6.360016951,      -4.350751274,      -5.804692791,      -2.672144845
          0,           0,         419,      -6.364561169,      -4.355575672,      -5.816935922,      -2.684808398
          0,           0,         420,      -6.368470052,      -4.359656814,      -5.819933291,      -2.681709244
          0,           0,         421,       -6.37182308,      -4.363220203,      -5.831847686,      -2.693571913
          0,           0,         422,      -6.376745004,       -4.36832408,      -5.834944312,      -2.690850807
          0,           0,         423,       -6.38050187,      -4.372283376,      -5.846974915,      -2.703121098
          0,           0,         424,      -6.384591691,      -4.376493069,      -5.849786183,      -2.699913346
          0,           0,         425,      -6.389211294,      -4.381322573,      -5.862092836,      -2.712453844
          0,           0,         426,      -6.393212854,      -4.385412635,      -5.864608376,      -2.709434184
          0,           0,         427,      -6.396651336,      -4.388985841,       -5.87663415,      -2.721185461
          0,           0,         428,      -6.401654297,       -4.39409287,      -5.879167623,      -2.718537774
          0,           0,         429,      -6.405491351,      -4.398059665,      -5.891263704,      -2.730689553
          0,           0,         430,      -6.409670283,      -4.402277079,      -5.893590281,      -2.727561819
          0,           0,         431,      -6.413638321,      -4.406354678,      -5.905625018,      -2.739568839
          0,           0,         432,      -6.417549898,      -4.410264585,        -5.9075971,      -2.736442066
          0,           0,         433,      -6.422435928,      -4.415282487,      -5.919997599,      -2.748830945
          0,           0,         434,      -6.426674894,      -4.419506065,      -5.921572017,      -2.745993179
          0,           0,         435,      -6.430314006,      -4.423188461,      -5.933835561,      -2.757735612
          0,           0,         436,      -6.435488556,      -4.428371356,      -5.935773795,      -2.755240686
          0,           0,         437,      -6.439478329,      -4.432400762,      -5.948001295,      -2.767321558
          0,           0,         438,      -6.444525276,      -4.437422843,      -5.949881016,      -2.764696921
          0,           0,         439,      -6.448419598,      -4.441324656,      -5.961904686,      -2.776611747
          0,           0,         440,      -6.452706551,      -4.445520534,      -5.963680841,      -2.773621846
          0,           0,         441,       -6.45677212,      -4.449582786,      -5.975666023,      -2.785382243
          0,           0,         442,      -6.461186228,      -4.453884419,      -5.976500019,      -2.782447313
          0,           0,         443,      -6.464981545,      -4.457637444,      -5.988644803,      -2.794072766
          0,           0,         444,      -6.470297714,      -4.462871189,      -5.989791076,      -2.791637546
          0,           0,         445,      -6.474406888,      -4.466931931,      -6.001672686,      -2.803561782
          0,           0,         446,      -6.478882445,      -4.471249012,      -6.003107095,      -2.800769499
          0,           0,         447,      -6.483097352,      -4.475402245,      -6.015206249,      -2.812549841
          0,           0,         448,      -6.487652808,      -4.479776616,      -6.015614046,       -2.80975672
          0,           0,         449,      -6.491900004,      -4.483790658,      -6.018599803,      -2.808696802
          0,           0,         450,      -6.497372826,      -4.489098316,      -6.023619725,      -2.809411303
          0,           0,         451,      -6.501961038,      -4.493442307,       -6.02883815,      -2.811444114
          0,           0,         452,      -6.506256813,      -4.497462845,      -6.034887114,      -2.814451126
          0,           0,         453,      -6.511775874,      -4.502788007,      -6.040577902,      -2.818681375
          0,           0,         454,      -6.516419504,       -4.50716409,      -6.045621509,      -2.823070296
          0,           0,         455,      -6.520774399,      -4.511224415,      -6.051495037,      -2.827384086
          0,           0,         456,      -6.526345148,      -4.516587742,      -6.057080648,      -2.832246837
          0,           0,         457,       -6.53104684,      -4.521005525,      -6.062067433,      -2.836933295
          0,           0,         458,      -6.535461794,      -4.525107867,      -6.067926288,      -2.841372216
          0,           0,         459,      -6.541083964,      -4.530507346,      -6.073504677,      -2.846252275
          0,           0,         460,      -6.545842412,      -4.534962485,      -6.078501811,      -2.850947592
          0,           0,         461,      -6.550315771,      -4.539101352,      -6.084380918,      -2.855398057
          0,           0,         462,      -6.555987748,      -4.544531164,      -6.089976049,      -2.860276288
          0,           0,         463,      -6.560801102,      -4.549017785,      -6.095000293,      -2.865002506
          0,           0,         464,      -6.565330907,      -4.553187529,      -6.100909914,       -2.86949484
          0,           0,         465,      -6.571050852,      -4.558642562,      -6.106529887,      -2.874401998
          0,           0,         466,      -6.575917173,      -4.563155938,      -6.111580908,      -2.879174441
          0,           0,         467,      -6.580501502,      -4.567352274,      -6.117514734,      -2.883711045
          0,           0,         468,      -6.586267715,      -4.572828877,      -6.123153963,       -2.88864605
          0,           0,         469,      -6.591185292,      -4.577365721,      -6.128219285,      -2.893451454
          0,           0,         470,      -6.595822516,      -4.581585761,      -6.134161716,      -2.898014399
          0,           0,         471,      -6.601633631,      -4.587081626,      -6.139804873,      -2.902963458
          0,           0,         472,      -6.606601129,      -4.591639922,      -6.144861135,      -2.907783287
          0,           0,         473,      -6.611290028,      -4.595881986,       -6.15078643,      -2.912354987
          0,           0,         474,      -6.617145092,      -4.601395925,       -6.15640873,      -2.917306232
          0,           0,         475,      -6.622161604,      -4.605974699,      -6.161425023,      -2.922127015
          0,           0,         476,      -6.626901377,       -4.61023806,      -6.167302597,      -2.926696155
          0,           0,         477,      -6.632799837,      -4.615769742,      -6.172876801,      -2.931642386
          0,           0,         478,       -6.63786484,      -4.620368782,       -6.17782282,      -2.936456503
          0,           0,         479,      -6.642655047,      -4.624653385,      -6.183624977,      -2.941017284
          0,           0,         480,      -6.648596675,      -4.630203048,      -6.189128241,      -2.945954802
          0,           0,         481,      -6.653709942,      -4.634822631,      -6.193980479,      -2.950758778
          0,           0,         482,       -6.65855041,      -4.639128827,      -6.199687272,      -2.955308988
          0,           0,         483,      -6.664535208,      -4.644697034,      -6.205104724,      -2.960236221
          0,           0,         484,      -6.669681492,      -4.649148211,      -6.201247365,      -2.955611073
          0,           0,         485,       -6.67427492,      -4.653357992,      -6.220946295,      -2.974931877
          0,           0,         486,      -6.680348525,      -4.659006682,      -6.223657403,      -2.979019546
          0,           0,         487,      -6.685586196,      -4.663702539,      -6.226076888,      -2.983039674
          0,           0,         488,       -6.69054574,       -4.66807962,      -6.230988634,      -2.986238611
          0,           0,         489,       -6.69663045,      -4.673704086,      -6.236234222,      -2.989994114
          0,           0,         490,      -6.701896046,      -4.678214248,       -6.23208666,      -2.984592866
          0,           0,         491,      -6.706580551,      -4.682471677,      -6.251814319,      -3.003500197
          0,           0,         492,      -6.712746372,      -4.688164108,       -6.25433459,      -3.007390102
          0,           0,         493,      -6.718084617,      -4.692906835,      -6.256508546,      -3.011306052
          0,           0,         494,      -6.723155047,      -4.697149965,      -6.252498321,      -3.005031826
          0,           0,         495,      -6.729000287,      -4.702684887,      -6.272019944,       -3.02358013
          0,           0,         496,      -6.734413049,      -4.707488027,      -6.273565601,       -3.02677672
          0,           0,         497,      -6.739541896,      -4.711950003,      -6.276430882,      -3.030146523
          0,           0,         498,      -6.745783081,      -4.717469246,      -6.271950645,        -3.0240664
          0,           0,         499,      -6.750867683,      -4.722111168,      -6.290737694,      -3.042416223
          0,           0,         500,      -6.756405001,       -4.72701276,      -6.293371451,      -3.045484354
          0,           0,         501,      -6.761964144,      -4.731919621,      -6.295739857,      -3.048947654
          0,           0,         502,      -6.767246035,      -4.736297345,       -6.29056006,      -3.042472961
          0,           0,         503,      -6.773243828,      -4.741947354,      -6.310115766,      -3.061012819
          0,           0,         504,      -6.778819335,      -4.746847091,      -6.311628177,      -3.064207469
          0,           0,         505,      -6.784099538,       -4.75138959,       -6.31401797,      -3.067549419
          0,           0,         506,      -6.790503217,      -4.757002335,      -6.309598022,      -3.061517249
          0,           0,         507,      -6.795706285,      -4.761711392,      -6.328269454,       -3.07992259
          0,           0,         508,       -6.80136982,      -4.766669667,      -6.330309459,      -3.082934197
          0,           0,         509,      -6.806742883,      -4.771273359,      -6.332535445,      -3.086300529
          0,           0,         510,      -6.813214683,      -4.776917384,      -6.327562337,      -3.080161033
          0,           0,         511,      -6.818482279,      -4.781667232,      -6.346083683,      -3.098564002
          0,           0,         512,      -6.824230016,      -4.786678659,      -6.348484328,      -3.101659491
          0,           0,         513,      -6.829993849,      -4.791690568,      -6.350597735,      -3.105133784
          0,           0,         514,      -6.835459958,      -4.796349391,      -6.353855909,      -3.108104295
          0,           0,         515,       -6.84204062,      -4.802060262,      -6.349715914,      -3.102272816
          0,           0,         516,      -6.847385224,      -4.806854387,       -6.36829015,      -3.121219095
          0,           0,         517,      -6.853209059,       -4.81189867,      -6.370212661,      -3.124641622
          0,           0,         518,      -6.858743706,      -4.816586708,      -6.372308541,      -3.128255379
          0,           0,         519,       -6.86531681,      -4.822478773,      -6.376088393,      -3.131740478
          0,           0,         520,      -6.871106527,      -4.827446026,      -6.379839751,      -3.135307813
          0,           0,         521,      -6.876698417,      -4.831926528,      -6.375847208,       -3.12954086
          0,           0,         522,      -6.882877067,      -4.837645196,      -6.394841278,      -3.149001562
          0,           0,         523,      -6.888736335,       -4.84266497,      -6.395699984,       -3.15275727
          0,           0,         524,      -6.894325908,      -4.847349065,      -6.397941629,      -3.156429445
          0,           0,         525,      -6.900956166,       -4.85324983,      -6.401849895,      -3.159938415
          0,           0,         526,      -6.906820945,      -4.858239022,      -6.405456075,      -3.163516072
          0,           0,         527,      -6.912436146,      -4.862918265,      -6.409993786,      -3.167284973
          0,           0,         528,      -6.919095187,      -4.868818352,      -6.414479913,      -3.171758286
          0,           0,         529,      -6.924997482,       -4.87381525,      -6.418038567,      -3.176324532
          0,           0,         530,      -6.930654993,      -4.878508625,      -6.422496029,      -3.180755982
          0,           0,         531,      -6.937353108,      -4.884425357,      -6.426934159,      -3.185601082
          0,           0,         532,      -6.943300615,      -4.889442448,      -6.430428479,      -3.190370003
          0,           0,         533,      -6.949006393,      -4.894158116,      -6.434839867,      -3.194905125
          0,           0,         534,      -6.955747933,      -4.900096869,      -6.439263865,      -3.199793698
          0,           0,         535,      -6.961743816,      -4.905137719,      -6.442740586,      -3.204576445
          0,           0,         536,      -6.967500266,      -4.909878028,      -6.447138309,      -3.209110344
          0,           0,         537,      -6.974287131,      -4.915840353,       -6.45156427,      -3.213990032
          0,           0,         538,      -6.980332876,       -4.92090592,      -6.455031913,      -3.218768197
          0,           0,         539,      -6.986141168,      -4.925671439,        -6.4594204,      -3.223300749
          0,           0,         540,        -6.9929743,      -4.931657698,      -6.463847306,      -3.228179394
          0,           0,         541,      -6.999070643,      -4.936748144,      -6.467303595,       -3.23296353
          0,           0,         542,      -7.004931358,      -4.941538911,      -6.471679565,      -3.237504303
          0,           0,         543,      -7.011811236,      -4.947549109,      -6.476103656,      -3.242389381
          0,           0,         544,      -7.017958548,      -4.952664337,      -6.479547269,      -3.247184339
          0,           0,         545,      -7.023871976,      -4.957480194,      -6.483911209,       -3.25173612
          0,           0,         546,      -7.030798851,      -4.963514188,      -6.488333301,      -3.256629222
          0,           0,         547,      -7.036997323,      -4.968653987,      -6.491767152,      -3.261435449
          0,           0,         548,      -7.042963615,      -4.973494689,      -6.496122362,      -3.265998073
          0,           0,         549,      -7.049937633,      -4.979552272,      -6.500545026,      -3.270899125
          0,           0,         550,      -7.056187375,      -4.984716383,      -6.503972488,      -3.275716121
          0,           0,         551,      -7.062206625,      -4.989581654,      -6.508322281,      -3.280289044
          0,           0,         552,      -7.069227886,      -4.995662597,      -6.512747829,      -3.285197866
          0,           0,         553,      -7.075528981,      -5.000850748,      -6.516171853,      -3.290025246
          0,           0,         554,      -7.081601267,      -5.005740304,      -6.520519126,      -3.294608203
          0,           0,         555,      -7.088669866,      -5.011844377,      -6.524949391,      -3.299524881
          0,           0,         556,      -7.095022399,      -5.017056297,      -6.528372749,      -3.304362595
          0,           0,         557,      -7.101147807,      -5.021969852,      -6.532720175,      -3.308955644
          0,           0,         558,      -7.108263847,      -5.028096824,      -6.537157053,      -3.313880519
          0,           0,         559,      -7.114667916,      -5.033332239,      -6.540582348,      -3.318728782
          0,           0,         560,      -7.120846548,      -5.038269507,      -6.544932599,      -3.323332238
          0,           0,         561,       -7.12801015,      -5.044419142,      -6.549378098,      -3.328265808
          0,           0,         562,      -7.134465872,       -5.04967777,       -6.55280821,      -3.333125039
          0,           0,         563,      -7.140697851,      -5.054638453,      -6.557164322,      -3.337739404
          0,           0,         564,      -7.147909151,      -5.060810501,      -6.561620751,      -3.342682281
          0,           0,         565,      -7.154416663,      -5.066092045,      -6.565058968,      -3.347553016
          0,           0,         566,      -7.160702132,      -5.071075826,      -6.569424203,      -3.352178915
          0,           0,         567,      -7.167961285,      -5.077270014,      -6.573894231,      -3.357131751
          0,           0,         568,       -7.17452074,      -5.082574153,      -6.577344043,      -3.362014612
          0,           0,         569,      -7.180859857,      -5.087580687,      -6.581722019,      -3.366652701
          0,           0,         570,      -7.188167028,      -5.093796715,      -6.586208557,      -3.371616202
          0,           0,         571,      -7.194778594,      -5.099123098,      -6.589673678,       -3.37651182
          0,           0,         572,      -7.201171532,      -5.104152012,      -6.594068081,      -3.381162787
          0,           0,         573,      -7.208526897,      -5.110389552,      -6.598574081,      -3.386137624
          0,           0,         574,      -7.215190753,      -5.115737797,      -6.602058256,      -3.391046614
          0,           0,         575,      -7.221637697,      -5.120788686,      -6.606472771,      -3.395711133
          0,           0,         576,       -7.22904144,      -5.127047373,      -6.611001147,      -3.400697963
          0,           0,         577,      -7.235757775,      -5.132417064,      -6.614508049,      -3.405620943
          0,           0,         578,      -7.242258917,      -5.137489487,      -6.618946355,       -3.41029962
          0,           0,         579,      -7.249711231,      -5.143768925,      -6.623499903,      -3.415299089
          0,           0,         580,      -7.256480241,      -5.149159617,      -6.627032956,      -3.420236595
          0,           0,         581,      -7.263035784,      -5.154253103,      -6.631498371,      -3.424930034
          0,           0,         582,      -7.270536865,      -5.160552868,      -6.636079771,       -3.42994274
          0,           0,         583,      -7.277358757,      -5.165964083,      -6.639642222,      -3.434895312
          0,           0,         584,      -7.283968912,      -5.171078132,        -6.6441379,       -3.43960404
          0,           0,         585,      -7.291518964,      -5.177397766,      -6.648749548,      -3.444630526
          0,           0,         586,       -7.29839395,      -5.182828997,      -6.652344408,      -3.449598617
          0,           0,         587,      -7.305058937,      -5.187963078,      -6.656873294,      -3.454323129
          0,           0,         588,      -7.312658168,      -5.194302098,      -6.661517426,      -3.459363913
          0,           0,         589,       -7.31958647,       -5.19975281,      -6.665147346,      -3.464347927
          0,           0,         590,      -7.326306517,      -5.204906364,      -6.669712166,      -3.469088671
          0,           0,         591,      -7.333955144,      -5.211264256,      -6.674390706,      -3.474144185
          0,           0,         592,       -7.34093699,      -5.216733888,      -6.678058239,      -3.479144466
          0,           0,         593,      -7.347712335,      -5.221906328,      -6.682661451,      -3.483901831
          0,           0,         594,       -7.35541058,      -5.228282553,      -6.687376215,      -3.488972457
          0,           0,         595,       -7.36244621,      -5.233770515,      -6.691083575,      -3.493989292
          0,           0,         596,        -7.3692771,      -5.238961229,      -6.695727468,      -3.498763591
          0,           0,         597,      -7.377025191,      -5.245355221,       -6.70048004,      -3.503849646
          0,           0,         598,      -7.384114851,      -5.250860899,      -6.704229237,       -3.50888327
          0,           0,         599,      -7.391001542,      -5.256069249,      -6.708915947,      -3.513674754
          0,           0,         600,      -7.398799717,      -5.262480415,      -6.713707732,      -3.518776502
          0,           0,         601,      -7.405943663,      -5.268003168,      -6.717500533,      -3.523827053
          0,           0,         602,      -7.412886422,      -5.273228488,      -6.722231836,      -3.528635923
          0,           0,         603,      -7.420734922,       -5.27965621,         -6.727064,      -3.533753559
          0,           0,         604,      -7.427933419,      -5.285195372,      -6.730902137,      -3.538821152
          0,           0,         605,      -7.434932522,      -5.290436975,      -6.735679738,      -3.543647542
          0,           0,         606,      -7.442831599,      -5.296880608,      -6.740553416,      -3.548781219
          0,           0,         607,      -7.450084921,      -5.302435488,      -6.744438152,      -3.553865883
          0,           0,         608,      -7.457140653,      -5.307692659,      -6.749263601,      -3.558709881
          0,           0,         609,      -7.465090563,      -5.314151536,      -6.754179522,      -3.563859651
          0,           0,         610,      -7.472398994,      -5.319721418,        -6.7581122,      -3.568961407
          0,           0,         611,      -7.479511651,       -5.32499342,      -6.762986698,      -3.573823025
          0,           0,         612,      -7.487512659,      -5.331466848,      -6.767945646,      -3.578988963
          0,           0,         613,      -7.494876491,      -5.337050995,      -6.771927208,      -3.584107725
          0,           0,         614,      -7.502046378,      -5.342337068,      -6.776852038,      -3.588986935
          0,           0,         615,      -7.510098757,       -5.34882433,      -6.781854564,      -3.594169041
          0,           0,         616,       -7.51751829,      -5.354421983,      -6.785885891,      -3.599304677
          0,           0,         617,      -7.524024126,      -5.359446009,      -6.799588258,      -3.618109686
          0,           0,         618,      -7.532137665,      -5.365927445,      -6.800564795,      -3.620082268
          0,           0,         619,      -7.538877299,      -5.371226697,      -6.811022868,      -3.636099371
          0,           0,         620,      -7.546425047,      -5.376855151,      -6.811366562,      -3.634674465
          0,           0,         621,      -7.553260812,      -5.382223609,      -6.822355244,      -3.648302045
          0,           0,         622,      -7.560614541,      -5.387511476,      -6.821473014,       -3.64539049
          0,           0,         623,      -7.568104948,      -5.393720307,      -6.833182712,      -3.658654549
          0,           0,         624,      -7.575691585,      -5.399264177,      -6.832193981,      -3.655748797
          0,           0,         625,      -7.582311589,       -5.40420199,       -6.84300327,      -3.668375764
          0,           0,         626,      -7.590579024,      -5.410626687,      -6.843213696,      -3.665680525
          0,           0,         627,      -7.597441477,       -5.41585288,      -6.853619523,      -3.678677792
          0,           0,         628,      -7.605114132,      -5.421392261,      -6.852990871,      -3.675549738
          0,           0,         629,      -7.611821848,      -5.426337005,       -6.86387658,       -3.68825105
          0,           0,         630,      -7.620148865,      -5.432740813,      -6.863428038,      -3.685517919
          0,           0,         631,      -7.627077393,       -5.43796288,      -6.873613319,      -3.698448229
          0,           0,         632,      -7.634842824,      -5.443512305,      -6.873438371,       -3.69538512
          0,           0,         633,      -7.641862486,      -5.448816453,      -6.884101045,      -3.708193474
          0,           0,         634,      -7.649689018,      -5.454410351,      -6.882974392,      -3.705084849
          0,           0,         635,      -7.656524034,      -5.459394334,       -6.89358369,      -3.717759541
          0,           0,         636,      -7.664976927,      -5.465828247,      -6.893073423,      -3.714950346
          0,           0,         637,      -7.672016183,      -5.471073128,      -6.903226607,      -3.727889881
          0,           0,         638,      -7.679903738,      -5.476639111,       -6.90291531,      -3.724752252
          0,           0,         639,      -7.687026114,      -5.481959122,      -6.913512915,      -3.737570669
          0,           0,         640,      -7.694969445,      -5.487565396,      -6.912215771,      -3.734359674
          0,           0,         641,      -7.701907722,      -5.492561869,      -6.922798878,      -3.747056496
          0,           0,         642,      -7.710470562,      -5.499009707,      -6.922120589,      -3.744157148
          0,           0,         643,      -7.717610113,      -5.504267274,      -6.932277929,      -3.757138947
          0,           0,         644,      -7.725614688,      -5.509844625,      -6.931829234,      -3.753920816
          0,           0,         645,      -7.732837042,      -5.515177593,      -6.942474071,      -3.766803067
          0,           0,         646,      -7.740897256,       -5.52079551,      -6.941057665,      -3.763524093
          0,           0,         647,      -7.747939274,      -5.525804136,      -6.951729317,      -3.776300076
          0,           0,         648,      -7.756613659,      -5.532266075,      -6.950950503,      -3.773338727
          0,           0,         649,      -7.763855275,      -5.537536243,      -6.961226811,      -3.786406369
          0,           0,         650,      -7.771979957,      -5.543124998,      -6.960724838,      -3.783139285
          0,           0,         651,      -7.779304642,      -5.548470253,      -6.971516474,      -3.796111902
          0,           0,         652,      -7.787485072,      -5.554098983,      -6.970068658,      -3.792790366
          0,           0,         653,      -7.794633476,      -5.559118306,      -6.980912672,       -3.80565913
          0,           0,         654,      -7.803422276,      -5.565592429,      -6.980107436,      -3.802655439
          0,           0,         655,      -7.810768356,      -5.570872895,      -6.990569628,      -3.815814425
          0,           0,         656,      -7.819016246,      -5.576470497,      -6.990079826,        -3.8125152
          0,           0,         657,      -7.826445365,      -5.581825078,      -7.001062177,      -3.825577543
          0,           0,         658,      -7.834748735,      -5.587461463,      -6.999633269,      -3.822227339
          0,           0,         659,      -7.842005514,      -5.592488116,      -7.010677151,      -3.835183904
          0,           0,         660,      -7.850910763,      -5.598970754,      -7.009878544,      -3.832151069
          0,           0,         661,      -7.858362922,      -5.604257864,      -7.020540657,      -3.845394599
          0,           0,         662,      -7.866736218,      -5.609860554,      -7.020085712,       -3.84207196
          0,           0,         663,      -7.874271114,       -5.61522068,      -7.031261304,      -3.855217081
          0,           0,         664,      -7.882699314,      -5.620860883,      -7.029860312,      -3.851844674
          0,           0,         665,       -7.89006579,      -5.625891111,      -7.041099668,      -3.864881745
