"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         666,      -7.899088846,      -5.632378338,      -7.040306145,      -3.861826245
          0,           0,         667,      -7.906648155,      -5.637668369,      -7.051160042,      -3.875147028
          0,           0,         668,      -7.915148496,      -5.643272384,      -7.050734684,      -3.871803891
          0,           0,         669,      -7.922790093,        -5.6486344,      -7.062094174,      -3.885025711
          0,           0,         670,      -7.931344569,      -5.654274733,      -7.060709042,      -3.881632401
          0,           0,         671,      -7.938821729,      -5.659304999,      -7.072135998,      -3.894744285
          0,           0,         672,      -7.947963631,      -5.665793111,      -7.071332248,      -3.891667037
          0,           0,         673,        -7.9556309,      -5.671082577,      -7.082372296,      -3.905059325
          0,           0,         674,      -7.964259668,      -5.676684366,      -7.081962072,      -3.901695124
          0,           0,         675,      -7.972008685,      -5.682044829,      -7.093503181,      -3.914988447
          0,           0,         676,      -7.980690672,      -5.687681776,      -7.092118016,      -3.911572846
          0,           0,         677,      -7.988279328,      -5.692708702,      -7.103733093,      -3.924754506
          0,           0,         678,      -7.997540944,      -5.699194111,      -7.102902497,      -3.921653831
          0,           0,         679,      -8.005316833,      -5.704479635,      -7.114132373,      -3.935112303
          0,           0,         680,      -8.014075246,      -5.710075705,      -7.113724319,      -3.931725332
          0,           0,         681,      -8.021932253,      -5.715431235,      -7.125452794,      -3.945084818
          0,           0,         682,      -8.030742815,      -5.721061298,      -7.124053571,       -3.94164506
          0,           0,         683,      -8.038443627,      -5.726081536,      -7.135864239,      -3.954891157
          0,           0,         684,      -8.047825651,      -5.732560656,      -7.134992068,      -3.951765288
          0,           0,         685,       -8.05571066,      -5.737838878,      -7.146420282,      -3.965284367
          0,           0,         686,      -8.064599747,      -5.743425735,      -7.146002538,      -3.961873311
          0,           0,         687,      -8.072565136,      -5.748772971,      -7.157926475,      -3.975293276
          0,           0,         688,      -8.081505118,      -5.754392674,      -7.156500377,      -3.971828123
          0,           0,         689,      -8.089318544,      -5.759402912,       -7.16851522,      -3.985133137
          0,           0,         690,      -8.098821427,      -5.765872205,      -7.167586803,      -3.981981067
          0,           0,         691,      -8.106815829,      -5.771139833,       -7.17922189,      -3.995555118
          0,           0,         692,      -8.115836348,      -5.776714071,       -7.17878233,      -3.992119275
          0,           0,         693,      -8.123910248,      -5.782049759,      -7.190909399,      -4.005594105
          0,           0,         694,      -8.132980173,      -5.787655752,      -7.189442349,      -4.002102895
          0,           0,         695,      -8.140906364,      -5.792652824,       -7.20166818,       -4.01546118
          0,           0,         696,      -8.150530213,      -5.799108921,      -7.200667692,      -4.012282546
          0,           0,         697,      -8.158633948,      -5.804362849,      -7.212516214,      -4.025906079
          0,           0,         698,      -8.167786247,      -5.809921271,      -7.212041123,      -4.022444916
          0,           0,         699,      -8.175968415,      -5.815242375,      -7.224377101,      -4.035969131
          0,           0,         700,      -8.185168339,      -5.820831559,      -7.222853685,      -4.032451282
          0,           0,         701,      -8.193207023,      -5.825812555,      -7.235296366,      -4.045857539
          0,           0,         702,      -8.202951427,      -5.832252351,      -7.234206818,      -4.042651812
          0,           0,         703,      -8.211163967,      -5.837489746,      -7.246274412,      -4.056319501
          0,           0,         704,      -8.220447826,      -5.843029461,      -7.245749101,      -4.052832379
          0,           0,         705,      -8.228737491,      -5.848333239,      -7.258299387,      -4.066400632
          0,           0,         706,      -8.238066815,      -5.853902842,       -7.25670307,      -4.062855373
          0,           0,         707,      -8.246217124,      -5.858865165,      -7.269367816,      -4.076304294
          0,           0,         708,      -8.256080989,      -5.865285899,      -7.268171081,      -4.073070813
          0,           0,         709,      -8.264401158,      -5.870504257,      -7.280463548,      -4.086777429
          0,           0,         710,       -8.27381557,      -5.876022746,      -7.279872795,      -4.083263546
          0,           0,         711,      -8.282211245,      -5.881306799,      -7.292642771,      -4.096870469
          0,           0,         712,      -8.291668502,      -5.886854433,      -7.290956881,      -4.093296915
          0,           0,         713,      -8.299928771,      -5.891795849,      -7.303849459,       -4.10678342
          0,           0,         714,      -8.309910087,      -5.898195136,      -7.302527386,      -4.103521284
          0,           0,         715,       -8.31833585,      -5.903392318,      -7.315050674,      -4.117261704
          0,           0,         716,      -8.327878767,      -5.908887463,      -7.314379008,      -4.113720119
          0,           0,         717,      -8.336378044,      -5.914149768,      -7.327374269,      -4.127360618
          0,           0,         718,      -8.345960614,      -5.919673463,      -7.325581519,       -4.12375778
          0,           0,         719,       -8.35432813,      -5.924592128,      -7.338707536,      -4.137276745
          0,           0,         720,      -8.364423691,         -5.930968,      -7.337241323,      -4.133985148
          0,           0,         721,      -8.372951905,      -5.936142269,      -7.350001306,      -4.147754427
          0,           0,         722,      -8.382619938,        -5.9416124,      -7.349232771,      -4.144184252
          0,           0,         723,       -8.39121919,      -5.946851342,      -7.362458889,      -4.157853281
          0,           0,         724,      -8.400922975,      -5.952349585,      -7.360541694,      -4.154220315
          0,           0,         725,       -8.40939369,      -5.957244089,      -7.373906749,      -4.167766923
          0,           0,         726,      -8.419598748,      -5.963595031,      -7.372277388,      -4.164445067
          0,           0,         727,      -8.428224841,      -5.968745082,      -7.385279776,      -4.178238523
          0,           0,         728,      -8.438012845,       -5.97418901,      -7.384397697,      -4.174638874
          0,           0,         729,      -8.446706922,      -5.979403421,       -7.39785937,      -4.188331782
          0,           0,         730,       -8.45652591,      -5.984875192,       -7.39579975,      -4.184667854
          0,           0,         731,      -8.465094051,      -5.989744582,      -7.409409266,      -4.198237519
          0,           0,         732,      -8.475401901,      -5.996069566,      -7.407596947,      -4.194884748
          0,           0,         733,      -8.484119487,      -6.001194555,      -7.420846999,      -4.208697949
          0,           0,         734,      -8.494020093,      -6.006611601,      -7.419834856,      -4.205068051
          0,           0,         735,       -8.50280187,      -6.011800779,      -7.433537405,      -4.218780422
          0,           0,         736,      -8.512727624,      -6.017245571,      -7.431316453,      -4.215084822
          0,           0,         737,      -8.521385249,      -6.022089375,      -7.445174784,      -4.228673339
          0,           0,         738,      -8.531786687,      -6.028387875,      -7.443159852,      -4.225288933
          0,           0,         739,      -8.540587101,      -6.033487436,      -7.456662398,      -4.239117988
          0,           0,         740,      -8.550590092,      -6.038877446,      -7.455502408,      -4.235457003
          0,           0,         741,      -8.559450003,      -6.044041164,      -7.469450024,      -4.249184859
          0,           0,         742,      -8.569471026,      -6.049458997,      -7.467049305,      -4.245456991
          0,           0,         743,       -8.57820746,      -6.054277225,      -7.481160901,      -4.259060531
          0,           0,         744,      -8.588690179,      -6.060549226,      -7.478923238,      -4.255644042
          0,           0,         745,      -8.597561888,       -6.06562347,      -7.492682909,       -4.26948535
          0,           0,         746,      -8.607653512,      -6.070986812,      -7.491358087,      -4.265792759
          0,           0,         747,       -8.61657895,      -6.076125321,      -7.505554389,      -4.279532599
          0,           0,         748,      -8.626679918,      -6.081516732,       -7.50295498,      -4.275771947
          0,           0,         749,      -8.635481127,      -6.086309875,        -7.5173239,      -4.289387177
          0,           0,         750,      -8.646028973,      -6.092555863,      -7.514843414,       -4.28593829
          0,           0,         751,      -8.654956953,      -6.097605369,      -7.528864152,      -4.299788738
          0,           0,         752,      -8.665119076,       -6.10294292,      -7.527357016,      -4.296064116
          0,           0,         753,      -8.674093715,      -6.108056934,      -7.541805589,      -4.309812876
          0,           0,         754,      -8.684254674,       -6.11342296,      -7.538988886,      -4.306019335
          0,           0,         755,      -8.693102524,      -6.118191968,      -7.553618339,      -4.319643335
          0,           0,         756,      -8.703694688,      -6.124412911,      -7.550875528,      -4.316161988
          0,           0,         757,      -8.713756643,      -6.129664997,      -7.551538577,      -4.314529965
          0,           0,         758,      -8.723680936,      -6.134599125,      -7.556410312,      -4.314293807
          0,           0,         759,      -8.734141003,      -6.140783217,      -7.561147154,       -4.31635491
          0,           0,         760,      -8.744152318,      -6.146040593,      -7.565578196,      -4.319777987
          0,           0,         761,      -8.754041159,      -6.150992595,      -7.571381483,      -4.323917258
          0,           0,         762,      -8.764460943,      -6.157203439,      -7.576275343,      -4.328878663
          0,           0,         763,      -8.774444118,      -6.162494764,      -7.580782479,      -4.333944468
          0,           0,         764,      -8.784313181,      -6.167482539,      -7.586686344,      -4.338908413
          0,           0,         765,      -8.794708995,      -6.173725396,      -7.591675066,      -4.344217656
          0,           0,         766,      -8.804677103,      -6.179047567,      -7.596337313,      -4.349421128
          0,           0,         767,      -8.814535423,      -6.184063334,      -7.602424441,      -4.354424122
          0,           0,         768,      -8.824914461,      -6.190327982,      -7.607574266,      -4.359716557
          0,           0,         769,      -8.834870002,      -6.195669901,      -7.612444999,      -4.364925897
          0,           0,         770,      -8.844716105,      -6.200702455,      -7.618748384,       -4.36995409
          0,           0,         771,      -8.855074838,      -6.206978115,      -7.624078538,       -4.37526887
          0,           0,         772,      -8.865010318,      -6.212329746,      -7.629170349,      -4.380533579
          0,           0,         773,      -8.874834208,      -6.217369877,      -7.635695594,      -4.385626832
          0,           0,         774,      -8.885162447,       -6.22364824,      -7.641204493,      -4.390994075
          0,           0,         775,      -8.895065425,      -6.229002137,      -7.646509961,      -4.396322175
          0,           0,         776,      -8.904853449,      -6.234043192,      -7.653246622,      -4.401473702
          0,           0,         777,      -8.915138429,      -6.240318443,      -7.658917759,      -4.406884228
          0,           0,         778,      -8.924994561,      -6.245669515,      -7.664412778,       -4.41225502
          0,           0,         779,      -8.934731638,      -6.250707095,      -7.671332258,       -4.41744124
          0,           0,         780,      -8.944959637,      -6.256975549,      -7.677130623,      -4.422876964
          0,           0,         781,      -8.954753736,      -6.262320723,      -7.682773236,      -4.428268398
          0,           0,         782,      -8.964424132,      -6.267352333,      -7.689832579,      -4.433468906
          0,           0,         783,      -8.974580862,      -6.273612075,      -7.695711897,      -4.438915608
          0,           0,         784,      -8.984297186,      -6.278949922,      -7.701450965,      -4.444312101
          0,           0,         785,      -8.993884494,       -6.28397458,      -7.708601254,      -4.449513553
          0,           0,         786,      -9.003955213,      -6.290225041,      -7.714513575,      -4.454961823
          0,           0,         787,      -9.014080921,      -6.295375376,      -7.708485764,      -4.448947693
          0,           0,         788,      -9.022529907,        -6.3002335,      -7.735797205,      -4.472279546
          0,           0,         789,      -9.032616826,      -6.306551771,      -7.737710072,      -4.476750174
          0,           0,         790,      -9.042162693,       -6.31191436,      -7.740321509,      -4.481150805
          0,           0,         791,      -9.052034224,      -6.316780157,      -7.734654347,       -4.47321966
          0,           0,         792,      -9.060888895,       -6.32286672,      -7.761204374,      -4.495400009
          0,           0,         793,       -9.07039841,      -6.328273693,      -7.762785574,      -4.498809706
          0,           0,         794,      -9.080161218,      -6.333152726,      -7.754566188,      -4.491059098
          0,           0,         795,      -9.088922053,      -6.339243821,      -7.780431415,      -4.512807945
          0,           0,         796,      -9.098290734,      -6.344655115,      -7.781914211,      -4.515552763
          0,           0,         797,       -9.10789343,      -6.349537491,      -7.773449072,      -4.507332551
          0,           0,         798,      -9.116546541,      -6.355622854,       -7.79951871,      -4.528824007
          0,           0,         799,        -9.1257593,      -6.361031086,      -7.800910708,       -4.53144002
          0,           0,         800,        -9.1351782,        -6.3659125,      -7.792222516,      -4.523161197
          0,           0,         801,        -9.1437089,      -6.371989893,      -7.818465628,      -4.544613699
          0,           0,         802,      -9.152746304,      -6.377394213,      -7.819750876,      -4.547217525
          0,           0,         803,      -9.161960416,      -6.382274691,      -7.810839782,      -4.538940313
          0,           0,         804,      -9.170356307,      -6.388344669,       -7.83723805,      -4.560381046
          0,           0,         805,       -9.17920101,      -6.393746049,      -7.838423515,      -4.562977467
          0,           0,         806,      -9.188191427,      -6.398626775,      -7.829301755,      -4.554697291
          0,           0,         807,      -9.196442017,      -6.404690564,      -7.855865177,      -4.576122937
          0,           0,         808,       -9.20507906,      -6.410090383,      -7.856953556,      -4.578705186
          0,           0,         809,      -9.213829527,      -6.414972798,      -7.847625204,      -4.570417307
          0,           0,         810,      -9.221926365,      -6.421031721,      -7.874362991,       -4.59182636
          0,           0,         811,      -9.230343182,      -6.426431399,      -7.875354758,      -4.594393766
          0,           0,         812,      -9.238839916,      -6.431316954,      -7.865823888,      -4.586099475
          0,           0,         813,      -9.246776374,      -6.437372301,      -7.892740508,      -4.607494161
          0,           0,         814,      -9.254962584,      -6.442773213,      -7.893636551,      -4.610049432
          0,           0,         815,      -9.263194469,      -6.447663302,      -7.883908622,      -4.601752052
          0,           0,         816,       -9.27096561,      -6.453716295,      -7.911005276,       -4.62313555
          0,           0,         817,      -9.278913309,      -6.459119733,      -7.911807874,      -4.625681572
          0,           0,         818,      -9.286872024,      -6.464015676,      -7.901887128,      -4.617384413
          0,           0,         819,      -9.294474873,      -6.470067445,      -7.929163051,      -4.638758586
          0,           0,         820,      -9.302178783,      -6.475474615,      -7.929875526,      -4.641298015
          0,           0,         821,       -9.30985898,      -6.480377638,      -7.919769816,       -4.63300385
          0,           0,         822,      -9.317292423,      -6.486429239,      -7.947222572,      -4.654370607
          0,           0,         823,      -9.324749952,       -6.49184126,      -7.947849025,       -4.65690535
          0,           0,         824,      -9.332149481,      -6.496752513,      -7.937564311,      -4.648616215
          0,           0,         825,      -9.339414473,      -6.502804923,      -7.965192407,      -4.669976519
          0,           0,         826,      -9.346625779,      -6.508222851,       -7.96573665,      -4.672508391
          0,           0,         827,      -9.353745602,      -6.513143424,      -7.955279313,      -4.664226248
          0,           0,         828,      -9.360845018,      -6.519197567,       -7.98307872,      -4.685580892
          0,           0,         829,      -9.367813162,      -6.524622402,      -7.983544578,      -4.688111166
          0,           0,         830,      -9.374657423,      -6.529553329,      -7.972921132,        -4.6798376
          0,           0,         831,      -9.381596041,      -6.535610088,      -8.000888148,      -4.701187118
          0,           0,         832,      -9.388326672,      -6.541042786,      -8.001279009,       -4.70371699
          0,           0,         833,      -9.394902485,      -6.545985063,      -7.990495117,      -4.695453288
          0,           0,         834,      -9.401686756,      -6.552045292,        -8.0186245,      -4.716798442
          0,           0,         835,      -9.408188115,      -6.557486777,      -8.018942294,      -4.719328619
          0,           0,         836,      -9.414505342,      -6.562441371,       -8.00800405,      -4.711076299
          0,           0,         837,       -9.42114345,       -6.56850589,      -8.036291293,      -4.732417074
          0,           0,         838,      -9.427425826,      -6.573957069,      -8.036538444,      -4.734949118
          0,           0,         839,      -9.433496788,      -6.578924917,      -8.025450833,      -4.726709084
          0,           0,         840,       -9.43999797,      -6.584994533,       -8.05389094,      -4.748046466
          0,           0,         841,      -9.446073773,      -6.590456281,       -8.05406986,       -4.75058101
          0,           0,         842,      -9.451912727,      -6.595438296,      -8.042837254,      -4.742354553
          0,           0,         843,      -9.458287591,      -6.601513791,       -8.07142345,      -4.763688741
          0,           0,         844,      -9.464170535,       -6.60698696,      -8.071535626,      -4.766226927
          0,           0,         845,      -9.469793401,       -6.61198403,       -8.06016455,      -4.758015444
          0,           0,         846,      -9.476053162,      -6.618066157,      -8.088892163,      -4.779346836
          0,           0,         847,      -9.481758252,      -6.623551575,       -8.08893981,      -4.781889591
          0,           0,         848,      -9.487182207,      -6.628564553,      -8.077435236,      -4.773693899
          0,           0,         849,      -9.493338578,       -6.63465405,       -8.10629993,      -4.795023269
          0,           0,         850,      -9.498881502,      -6.640152521,       -8.10628398,       -4.79757159
          0,           0,         851,      -9.504124421,      -6.645182233,        -8.0946517,      -4.789392934
          0,           0,         852,      -9.510189388,      -6.651279812,      -8.123646183,       -4.81072065
          0,           0,         853,      -9.515586389,      -6.656792102,      -8.123569737,      -4.813275236
          0,           0,         854,      -9.520666537,      -6.661839343,      -8.111815864,      -4.805114772
          0,           0,         855,      -9.526652082,      -6.667945691,      -8.140935185,      -4.826441495
          0,           0,         856,      -9.531919355,      -6.673472539,      -8.140801039,      -4.829003262
          0,           0,         857,       -9.53685487,      -6.678538077,      -8.128931504,       -4.82086217
          0,           0,         858,      -9.542772922,      -6.684653846,      -8.158170367,      -4.842188072
          0,           0,         859,      -9.547926591,      -6.690195969,      -8.157979572,      -4.844757837
          0,           0,         860,      -9.552735435,      -6.695280537,      -8.146001176,      -4.836637464
          0,           0,         861,      -9.558597308,      -6.701406369,      -8.175354317,      -4.857963201
          0,           0,         862,      -9.563653003,      -6.706964447,      -8.175110184,      -4.860541633
          0,           0,         863,      -9.568352692,      -6.712068744,      -8.163029588,      -4.852442638
          0,           0,         864,      -9.574169427,      -6.718205245,      -8.192491469,      -4.873768561
          0,           0,         865,      -9.579141969,      -6.723779947,      -8.192196008,      -4.876357121
          0,           0,         866,       -9.58374911,      -6.728904649,      -8.180019174,      -4.868280728
          0,           0,         867,      -9.589531029,      -6.735052408,      -8.209585562,        -4.8896073
          0,           0,         868,      -9.594434814,      -6.740644357,      -8.209240776,      -4.892206209
          0,           0,         869,      -9.598965166,      -6.745790107,      -8.196973669,       -4.88415355
          0,           0,         870,      -9.604721957,      -6.751949687,      -8.226638058,      -4.905481079
          0,           0,         871,      -9.609570261,      -6.757559493,      -8.226248046,      -4.908091477
          0,           0,         872,      -9.614038647,      -6.762726912,      -8.213897386,      -4.900063508
          0,           0,         873,       -9.61977925,      -6.768898861,      -8.243656224,      -4.921392645
          0,           0,         874,      -9.624584548,        -6.7745271,      -8.243221839,      -4.924015007
          0,           0,         875,       -9.62900455,      -6.779716784,      -8.230793679,      -4.916013039
          0,           0,         876,      -9.634737263,      -6.785901619,      -8.260640595,      -4.937343844
          0,           0,         877,      -9.639511023,      -6.791548847,      -8.260164849,      -4.939979006
          0,           0,         878,       -9.64389525,      -6.796761364,      -8.247666028,       -4.93200417
          0,           0,         879,      -9.649627554,      -6.802959589,      -8.277597116,      -4.953337037
          0,           0,         880,      -9.654380114,      -6.808626351,      -8.277083119,      -4.955986104
          0,           0,         881,      -9.658740209,      -6.813862235,      -8.264519477,      -4.948039033
          0,           0,         882,      -9.664478944,      -6.820074333,      -8.294527779,      -4.969374241
          0,           0,         883,      -9.669219921,      -6.825761127,      -8.293978442,      -4.972037659
          0,           0,         884,      -9.673566274,      -6.831020904,      -8.281356403,      -4.964119506
          0,           0,         885,       -9.67931749,      -6.837247341,      -8.311439091,       -4.98545762
          0,           0,         886,      -9.684055482,      -6.842954663,      -8.310855514,      -4.988135982
          0,           0,         887,      -9.688397504,      -6.848238827,      -8.298181564,      -4.980247849
          0,           0,         888,      -9.694166639,      -6.854480041,      -8.328332498,      -5.001588965
          0,           0,         889,      -9.698909285,      -6.860208363,      -8.327718815,      -5.004283346
          0,           0,         890,      -9.703255474,      -6.865517384,      -8.314998159,      -4.996425966
          0,           0,         891,      -9.709047445,      -6.871773799,      -8.345214914,      -5.017770211
          0,           0,         892,      -9.713801519,      -6.877523577,      -8.344572525,       -5.02048165
          0,           0,         893,      -9.718159495,      -6.882857908,      -8.331811034,      -5.012655694
          0,           0,         894,      -9.723978492,      -6.889129939,      -8.362087554,      -5.034003516
          0,           0,         895,      -9.728750309,      -6.894901585,      -8.361419235,      -5.036731934
          0,           0,         896,       -9.73312658,      -6.900261659,       -8.34862383,      -5.028938794
          0,           0,         897,      -9.738976313,        -6.9065497,      -8.378955816,      -5.050290579
          0,           0,         898,      -9.743771068,      -6.912343638,      -8.378264064,       -5.05303707
          0,           0,         899,      -9.748171671,      -6.917729865,       -8.36543936,      -5.045277271
          0,           0,         900,      -9.754055464,      -6.924034289,      -8.395822633,      -5.066633052
          0,           0,         901,      -9.758878072,      -6.929850896,      -8.395110441,      -5.069397656
          0,           0,         902,      -9.763308013,      -6.935263679,      -8.382261918,      -5.061672508
          0,           0,         903,       -9.76922862,      -6.941584846,       -8.41269299,      -5.083032743
          0,           0,         904,      -9.774083066,      -6.947424511,      -8.411962661,      -5.085816558
          0,           0,         905,      -9.778547009,      -6.952864214,      -8.399095833,      -5.078126349
